Customer_ID,Age,Income,Loan_Amount,Credit_Score,Employment_Type,Default
CUST_00157,56,6962.0,1018.0,590.0,Salaried,0
CUST_00158,42,1677.0,2519.0,629.0,Salaried,1
CUST_00159,58,2501.0,2132.0,745.0,Self_Employed,1
CUST_00160,64,6458.0,500.0,695.0,Salaried,0
CUST_00161,34,8079.0,5057.0,804.0,Salaried,0
CUST_00162,62,5835.0,1342.0,571.0,Salaried,0
CUST_00163,48,4005.0,3529.0,763.0,Salaried,0
CUST_00164,55,3299.0,3663.0,727.0,Self_Employed,0
CUST_00165,32,4369.0,572.0,717.0,Salaried,0
CUST_00166,51,7427.0,2423.0,761.0,Salaried,0
CUST_00167,26,4315.0,886.0,733.0,Salaried,0
CUST_00168,41,7096.0,3611.0,488.0,Salaried,1
CUST_00169,47,6305.0,3094.0,592.0,Self_Employed,0
CUST_00170,21,8428.0,2884.0,747.0,Self_Employed,0
CUST_00171,61,5401.0,1770.0,698.0,Salaried,0
CUST_00172,64,4901.0,4772.0,754.0,Self_Employed,0
CUST_00173,25,7195.0,2433.0,670.0,Self_Employed,0
CUST_00174,47,3129.0,784.0,597.0,Self_Employed,0
CUST_00175,47,4112.0,1584.0,568.0,Unemployed,0
CUST_00176,63,1640.0,500.0,485.0,Salaried,0
CUST_00177,63,2491.0,2018.0,703.0,Self_Employed,0
CUST_00178,39,8847.0,1636.0,505.0,Salaried,0
CUST_00179,49,6385.0,4042.0,650.0,Self_Employed,0
CUST_00180,30,2259.0,3858.0,639.0,Self_Employed,1
CUST_00181,47,7390.0,3319.0,761.0,Salaried,0
CUST_00182,44,3593.0,4421.0,850.0,Self_Employed,0
CUST_00183,58,6282.0,1232.0,611.0,Salaried,0
CUST_00184,52,6252.0,3477.0,702.0,Salaried,0
CUST_00185,20,8330.0,843.0,650.0,Salaried,0
CUST_00186,46,3925.0,2285.0,560.0,Self_Employed,0
CUST_00187,32,3520.0,3512.0,768.0,Salaried,0
CUST_00188,60,1000.0,2202.0,690.0,Unemployed,0
CUST_00189,22,4756.0,5450.0,709.0,Salaried,0
CUST_00190,58,6451.0,2478.0,740.0,Salaried,0
CUST_00191,25,6724.0,4201.0,740.0,Salaried,0
CUST_00192,27,7505.0,2603.0,634.0,Self_Employed,0
CUST_00193,46,5580.0,3198.0,755.0,Salaried,0
CUST_00194,28,6010.0,2452.0,634.0,Salaried,0
CUST_00195,56,5136.0,3266.0,530.0,Unemployed,1
CUST_00196,52,6415.0,5590.0,700.0,Salaried,0
CUST_00197,61,3132.0,5315.0,786.0,Salaried,0
CUST_00198,63,2183.0,2269.0,583.0,Salaried,0
CUST_00199,43,3343.0,2656.0,492.0,Salaried,1
CUST_00200,34,5427.0,3076.0,663.0,Salaried,0
CUST_00201,51,2399.0,3963.0,545.0,Salaried,0
CUST_00202,51,3734.0,5782.0,593.0,Self_Employed,0
CUST_00203,43,3797.0,4929.0,659.0,Self_Employed,0
CUST_00204,60,6564.0,2600.0,354.0,Self_Employed,1
CUST_00205,68,6320.0,3605.0,604.0,Salaried,0
CUST_00206,68,5141.0,3339.0,612.0,Salaried,0
CUST_00207,31,5902.0,2091.0,835.0,Salaried,0
CUST_00208,58,5942.0,4520.0,634.0,Salaried,0
CUST_00209,21,4273.0,500.0,850.0,Salaried,0
CUST_00210,22,3915.0,4509.0,774.0,Salaried,0
CUST_00211,68,8073.0,3618.0,695.0,Salaried,0
CUST_00212,56,1000.0,500.0,686.0,Salaried,0
CUST_00213,68,3517.0,1437.0,,Salaried,1
CUST_00214,36,4592.0,500.0,664.0,Salaried,0
CUST_00215,68,6120.0,5545.0,502.0,Self_Employed,1
CUST_00216,21,7271.0,1513.0,685.0,Self_Employed,0
CUST_00217,21,8713.0,4365.0,660.0,Self_Employed,0
CUST_00218,47,4817.0,4419.0,671.0,Self_Employed,0
CUST_00219,42,4951.0,2819.0,824.0,Self_Employed,0
CUST_00220,56,5725.0,2003.0,629.0,Salaried,0
CUST_00221,51,3938.0,3769.0,543.0,Salaried,0
CUST_00222,52,2632.0,3323.0,594.0,Self_Employed,1
CUST_00223,20,4807.0,4404.0,734.0,Self_Employed,0
CUST_00224,38,6491.0,1240.0,678.0,Salaried,0
CUST_00225,21,4514.0,4534.0,655.0,Salaried,0
CUST_00226,63,5827.0,5022.0,513.0,Salaried,0
CUST_00227,45,1262.0,2615.0,770.0,Salaried,0
CUST_00228,51,5037.0,1566.0,589.0,Self_Employed,0
CUST_00229,25,4193.0,2275.0,686.0,Salaried,0
CUST_00230,51,2450.0,2040.0,640.0,Salaried,1
CUST_00231,23,6314.0,2729.0,491.0,Self_Employed,1
CUST_00232,30,8691.0,1893.0,687.0,Salaried,0
CUST_00233,36,6980.0,3685.0,530.0,Salaried,0
CUST_00234,57,7107.0,3955.0,684.0,Salaried,0
CUST_00235,43,6425.0,2461.0,598.0,Salaried,0
CUST_00236,24,6293.0,500.0,631.0,Salaried,0
CUST_00237,53,1401.0,3665.0,721.0,Salaried,1
CUST_00238,25,4744.0,787.0,524.0,Salaried,0
CUST_00239,41,6017.0,3374.0,850.0,Self_Employed,0
CUST_00240,30,6063.0,3108.0,565.0,Unemployed,0
CUST_00241,67,7543.0,2507.0,720.0,Salaried,0
CUST_00242,35,2935.0,3967.0,740.0,Salaried,0
CUST_00243,52,6215.0,3545.0,803.0,Salaried,0
CUST_00244,28,2870.0,3582.0,583.0,Salaried,0
CUST_00245,25,4577.0,4232.0,575.0,Self_Employed,0
CUST_00246,35,4876.0,2381.0,760.0,Salaried,0
CUST_00247,48,6725.0,2360.0,704.0,Self_Employed,0
CUST_00248,22,6490.0,4616.0,707.0,Salaried,0
CUST_00249,39,5241.0,3963.0,790.0,Salaried,0
CUST_00250,55,1000.0,2295.0,660.0,Salaried,0
CUST_00251,38,5890.0,500.0,668.0,Salaried,1
CUST_00252,45,4465.0,3588.0,783.0,Salaried,0
CUST_00253,22,7784.0,3729.0,668.0,Salaried,0
CUST_00254,38,7307.0,1181.0,549.0,Salaried,0
CUST_00255,39,3124.0,1727.0,560.0,Unemployed,1
CUST_00256,51,6164.0,2388.0,623.0,Salaried,0
CUST_00257,26,6204.0,3678.0,686.0,Self_Employed,0
CUST_00258,60,6058.0,6725.0,746.0,Salaried,0
CUST_00259,52,5799.0,4677.0,850.0,Self_Employed,0
CUST_00260,59,6260.0,737.0,625.0,Self_Employed,1
CUST_00261,58,8003.0,2346.0,510.0,Self_Employed,0
CUST_00262,37,3897.0,2858.0,491.0,Salaried,1
CUST_00263,59,3188.0,3754.0,629.0,Salaried,0
CUST_00264,20,6565.0,1781.0,649.0,Self_Employed,0
CUST_00265,30,1233.0,3877.0,711.0,Salaried,0
CUST_00266,47,6308.0,2230.0,850.0,Salaried,0
CUST_00267,44,5954.0,3874.0,712.0,Salaried,0
CUST_00268,69,1000.0,3114.0,659.0,Salaried,0
CUST_00269,42,3727.0,6068.0,750.0,Salaried,0
CUST_00270,50,8152.0,4468.0,492.0,Self_Employed,1
CUST_00271,49,2086.0,4971.0,675.0,Salaried,0
CUST_00272,61,5425.0,1414.0,487.0,Self_Employed,1
CUST_00273,54,2990.0,2202.0,791.0,Self_Employed,0
CUST_00274,26,3582.0,3491.0,515.0,Salaried,1
CUST_00275,35,8833.0,1150.0,749.0,Salaried,0
CUST_00276,45,5247.0,4568.0,731.0,Salaried,0
CUST_00277,67,6034.0,3196.0,797.0,Salaried,0
CUST_00278,68,4775.0,4650.0,558.0,Salaried,0
CUST_00279,21,1970.0,3723.0,644.0,Salaried,1
CUST_00280,20,2630.0,3067.0,748.0,Salaried,1
CUST_00281,67,7357.0,2816.0,685.0,Self_Employed,0
CUST_00282,31,5306.0,1847.0,699.0,Salaried,0
CUST_00283,24,3459.0,1757.0,724.0,Self_Employed,0
CUST_00284,56,4956.0,4333.0,617.0,Unemployed,0
CUST_00285,51,6323.0,4002.0,554.0,Self_Employed,0
CUST_00286,28,5909.0,4851.0,571.0,Salaried,0
CUST_00287,60,3460.0,2181.0,641.0,Salaried,0
CUST_00288,54,1849.0,4684.0,575.0,Self_Employed,0
CUST_00289,38,4186.0,2735.0,621.0,Salaried,0
CUST_00290,67,7218.0,3870.0,648.0,Salaried,0
CUST_00291,35,6709.0,4937.0,802.0,Salaried,0
CUST_00292,22,5821.0,6107.0,540.0,Salaried,0
CUST_00293,39,4658.0,4609.0,574.0,Unemployed,0
CUST_00294,43,3967.0,3304.0,646.0,Unemployed,0
CUST_00295,52,4695.0,3841.0,547.0,Salaried,0
CUST_00296,43,6564.0,4874.0,346.0,Salaried,1
CUST_00297,30,7020.0,4065.0,588.0,Salaried,0
CUST_00298,68,4476.0,2401.0,624.0,Unemployed,1
CUST_00299,27,10072.0,3922.0,668.0,Salaried,0
CUST_00300,55,5185.0,4955.0,553.0,Self_Employed,0
CUST_00301,57,4306.0,5719.0,817.0,Self_Employed,0
CUST_00302,59,7951.0,3093.0,728.0,Self_Employed,0
CUST_00303,39,1000.0,1325.0,539.0,Salaried,0
CUST_00304,54,5960.0,500.0,589.0,Self_Employed,0
CUST_00305,67,4854.0,4193.0,581.0,Salaried,0
CUST_00306,44,7896.0,700.0,543.0,Self_Employed,1
CUST_00307,54,6210.0,3480.0,765.0,Self_Employed,0
CUST_00308,44,5278.0,4617.0,543.0,Self_Employed,0
CUST_00309,48,6325.0,2755.0,660.0,Salaried,0
CUST_00310,37,2889.0,756.0,598.0,Salaried,0
CUST_00311,65,6934.0,1110.0,630.0,Salaried,0
CUST_00312,37,2311.0,1620.0,753.0,Salaried,0
CUST_00313,21,5717.0,2814.0,682.0,Salaried,0
CUST_00314,54,5071.0,4806.0,686.0,Salaried,0
CUST_00315,35,1474.0,3018.0,682.0,Salaried,0
CUST_00316,60,5138.0,6230.0,698.0,Salaried,0
CUST_00317,55,5564.0,4561.0,545.0,Salaried,1
CUST_00318,52,3690.0,3443.0,582.0,Salaried,0
CUST_00319,23,2975.0,2893.0,687.0,Salaried,1
CUST_00320,52,5984.0,2253.0,578.0,Self_Employed,0
CUST_00321,33,5725.0,3224.0,615.0,Salaried,0
CUST_00322,40,5454.0,3814.0,677.0,Self_Employed,0
CUST_00323,67,5018.0,3482.0,760.0,Self_Employed,0
CUST_00324,39,3867.0,2252.0,735.0,Salaried,0
CUST_00325,27,9544.0,1452.0,810.0,Self_Employed,0
CUST_00326,26,4403.0,5794.0,665.0,Self_Employed,0
CUST_00327,22,3270.0,3951.0,662.0,Self_Employed,0
CUST_00328,36,5109.0,3533.0,584.0,Salaried,0
CUST_00329,52,4638.0,3760.0,705.0,Self_Employed,0
CUST_00330,67,4357.0,4652.0,775.0,Self_Employed,0
CUST_00331,31,8749.0,2298.0,594.0,Salaried,1
CUST_00332,41,2741.0,2806.0,695.0,Self_Employed,0
CUST_00333,41,5075.0,1871.0,762.0,Salaried,0
CUST_00334,65,2875.0,2989.0,567.0,Self_Employed,0
CUST_00335,49,3918.0,1986.0,705.0,Self_Employed,0
CUST_00336,57,8472.0,1490.0,711.0,Self_Employed,0
CUST_00337,57,5563.0,570.0,427.0,Salaried,0
CUST_00338,64,5539.0,5487.0,596.0,Salaried,0
CUST_00339,27,3121.0,2498.0,538.0,Self_Employed,1
CUST_00340,46,4151.0,3730.0,599.0,Self_Employed,0
CUST_00341,46,8646.0,3145.0,608.0,Self_Employed,0
CUST_00342,53,5999.0,3746.0,646.0,Self_Employed,0
CUST_00343,40,4321.0,500.0,741.0,Salaried,0
CUST_00344,49,5881.0,2295.0,772.0,Unemployed,0
CUST_00345,52,5535.0,4739.0,667.0,Self_Employed,0
CUST_00346,47,3321.0,5915.0,780.0,Salaried,0
CUST_00347,66,4262.0,2453.0,733.0,Salaried,0
CUST_00348,52,9509.0,2626.0,641.0,Salaried,0
CUST_00349,24,5784.0,4600.0,797.0,Salaried,0
CUST_00350,67,1862.0,3661.0,657.0,Salaried,0
CUST_00351,38,6020.0,3044.0,675.0,Salaried,0
CUST_00352,23,7606.0,2903.0,553.0,Unemployed,1
CUST_00353,54,3191.0,2144.0,686.0,Salaried,0
CUST_00354,68,4086.0,2092.0,692.0,Salaried,1
CUST_00355,36,7908.0,3198.0,737.0,Unemployed,1
CUST_00356,63,5070.0,3475.0,627.0,Salaried,0
CUST_00357,47,4714.0,3553.0,577.0,Salaried,0
CUST_00358,49,2328.0,1972.0,691.0,Salaried,0
CUST_00359,48,7141.0,4999.0,724.0,Salaried,0
CUST_00360,65,4623.0,568.0,616.0,Salaried,0
CUST_00361,25,1000.0,3794.0,566.0,Salaried,0
CUST_00362,54,1855.0,2190.0,609.0,Salaried,0
CUST_00363,60,3877.0,1701.0,809.0,Self_Employed,0
CUST_00364,56,2854.0,2513.0,553.0,Salaried,0
CUST_00365,43,3168.0,613.0,550.0,Salaried,0
CUST_00366,48,9689.0,3531.0,,Self_Employed,0
CUST_00367,68,6415.0,5422.0,634.0,Self_Employed,0
CUST_00368,65,1000.0,2034.0,528.0,Salaried,0
CUST_00369,50,4371.0,6526.0,509.0,Salaried,1
CUST_00370,54,4821.0,1709.0,707.0,Salaried,0
CUST_00371,52,2046.0,2365.0,684.0,Salaried,1
CUST_00372,40,6069.0,5040.0,708.0,Salaried,0
CUST_00373,51,1000.0,1204.0,564.0,Salaried,0
CUST_00374,42,7194.0,2660.0,531.0,Self_Employed,1
CUST_00375,52,7883.0,5579.0,704.0,Self_Employed,0
CUST_00376,22,9705.0,1232.0,545.0,Salaried,1
CUST_00377,37,1851.0,3886.0,634.0,Salaried,1
CUST_00378,44,2258.0,3766.0,561.0,Salaried,0
CUST_00379,61,6385.0,500.0,815.0,Salaried,0
CUST_00380,50,7365.0,2077.0,742.0,Salaried,0
CUST_00381,22,6618.0,6572.0,850.0,Salaried,0
CUST_00382,59,7159.0,3336.0,714.0,Salaried,0
CUST_00383,65,7754.0,3576.0,681.0,Salaried,0
CUST_00384,43,5405.0,3357.0,718.0,Self_Employed,0
CUST_00385,69,4575.0,6064.0,493.0,Salaried,1
CUST_00386,51,2264.0,1539.0,472.0,Self_Employed,1
CUST_00387,66,4404.0,1982.0,721.0,Self_Employed,0
CUST_00388,41,4710.0,2834.0,592.0,Salaried,0
CUST_00389,42,3101.0,3834.0,650.0,Salaried,0
CUST_00390,21,4924.0,3231.0,487.0,Self_Employed,0
CUST_00391,46,2875.0,3273.0,598.0,Salaried,0
CUST_00392,61,7227.0,2172.0,614.0,Self_Employed,0
CUST_00393,21,5852.0,3911.0,742.0,Salaried,0
CUST_00394,45,4081.0,500.0,663.0,Salaried,0
CUST_00395,36,5378.0,2179.0,512.0,Unemployed,1
CUST_00396,59,2790.0,1768.0,598.0,Salaried,0
CUST_00397,52,2993.0,1348.0,761.0,Salaried,0
CUST_00398,28,3732.0,500.0,605.0,Salaried,0
CUST_00399,62,4616.0,3349.0,740.0,Salaried,0
CUST_00400,67,5282.0,3644.0,595.0,Self_Employed,0
CUST_00401,58,5290.0,3655.0,683.0,Salaried,0
CUST_00402,48,2362.0,4412.0,656.0,Salaried,0
CUST_00403,61,4839.0,4673.0,639.0,Salaried,0
CUST_00404,45,3364.0,500.0,519.0,Salaried,1
CUST_00405,54,1000.0,3946.0,489.0,Unemployed,1
CUST_00406,69,11151.0,3274.0,674.0,Salaried,0
CUST_00407,44,3403.0,3257.0,654.0,Salaried,0
CUST_00408,43,3514.0,2814.0,597.0,Unemployed,1
CUST_00409,32,2307.0,2174.0,563.0,Self_Employed,0
CUST_00410,26,2885.0,3792.0,,Salaried,0
CUST_00411,55,4623.0,1529.0,749.0,Salaried,0
CUST_00412,64,7704.0,4654.0,725.0,Salaried,0
CUST_00413,39,4611.0,2254.0,811.0,Salaried,0
CUST_00414,20,4353.0,500.0,540.0,Self_Employed,1
CUST_00415,27,7401.0,3169.0,678.0,Self_Employed,0
CUST_00416,65,3951.0,1234.0,511.0,Salaried,0
CUST_00417,35,5042.0,1203.0,610.0,Self_Employed,1
CUST_00418,33,3157.0,4026.0,619.0,Salaried,0
CUST_00419,31,8370.0,4402.0,582.0,Salaried,0
CUST_00420,42,7097.0,2836.0,646.0,Salaried,0
CUST_00421,34,4694.0,500.0,850.0,Salaried,0
CUST_00422,47,4201.0,3797.0,676.0,Self_Employed,0
CUST_00423,53,4936.0,2521.0,748.0,Salaried,1
CUST_00424,21,4723.0,5067.0,660.0,Salaried,0
CUST_00425,51,1906.0,5951.0,483.0,Salaried,0
CUST_00426,42,7165.0,744.0,587.0,Salaried,0
CUST_00427,41,4546.0,6709.0,596.0,Self_Employed,0
CUST_00428,44,8797.0,663.0,646.0,Salaried,0
CUST_00429,41,5844.0,2192.0,710.0,Unemployed,0
CUST_00430,41,1000.0,4539.0,736.0,Salaried,1
CUST_00431,68,2437.0,1918.0,685.0,Self_Employed,1
CUST_00432,61,1000.0,1780.0,756.0,Salaried,0
CUST_00433,25,2412.0,500.0,585.0,Self_Employed,0
CUST_00434,34,1733.0,997.0,706.0,Salaried,0
CUST_00435,62,5505.0,1778.0,700.0,Salaried,0
CUST_00436,56,4368.0,4162.0,740.0,Salaried,0
CUST_00437,52,6481.0,5518.0,577.0,Self_Employed,0
CUST_00438,27,4924.0,1862.0,834.0,Self_Employed,0
CUST_00439,63,4519.0,2399.0,571.0,Salaried,1
CUST_00440,63,9006.0,1509.0,604.0,Unemployed,0
CUST_00441,24,5446.0,708.0,725.0,Self_Employed,0
CUST_00442,58,4839.0,712.0,493.0,Salaried,0
CUST_00443,23,3293.0,1087.0,557.0,Salaried,0
CUST_00444,25,2648.0,2925.0,659.0,Self_Employed,1
CUST_00445,64,6541.0,2057.0,468.0,Self_Employed,1
CUST_00446,51,6421.0,2434.0,570.0,Salaried,0
CUST_00447,49,8143.0,3595.0,659.0,Salaried,0
CUST_00448,66,5958.0,2861.0,568.0,Salaried,0
CUST_00449,54,4214.0,1253.0,828.0,Salaried,0
CUST_00450,59,6022.0,4436.0,723.0,Self_Employed,0
CUST_00451,35,4839.0,500.0,695.0,Salaried,0
CUST_00452,32,6731.0,1839.0,664.0,Self_Employed,0
CUST_00453,69,7669.0,5583.0,727.0,Salaried,0
CUST_00454,61,4663.0,3511.0,656.0,Salaried,0
CUST_00455,49,8515.0,500.0,551.0,Salaried,0
