Customer_ID,Age,Tenure,Monthly_Charges,Contract_Type,Tech_Support,Churn
USER_00118,64,44,35.3,One year,No,0
USER_00119,70,7,108.7,Month-to-month,No,1
USER_00120,41,44,93.2,Two year,Yes,0
USER_00121,43,68,76.1,Month-to-month,No,1
USER_00122,42,34,42.4,Two year,No,1
USER_00123,77,66,71.0,Month-to-month,No,1
USER_00124,77,69,72.1,Month-to-month,No,0
USER_00125,77,55,79.0,Two year,No,0
USER_00126,62,10,26.0,Month-to-month,No,1
USER_00127,58,42,117.3,Two year,Yes,0
USER_00128,46,41,66.5,Month-to-month,No,0
USER_00129,32,69,112.7,One year,No,1
USER_00130,62,10,21.0,Two year,No,1
USER_00131,18,10,44.8,One year,Yes,0
USER_00132,42,60,30.4,One year,No,1
USER_00133,24,51,97.0,Month-to-month,Yes,0
USER_00134,26,21,52.0,Month-to-month,Yes,0
USER_00135,41,8,104.0,Month-to-month,Yes,1
USER_00136,18,65,103.2,Month-to-month,No,0
USER_00137,61,30,86.8,Two year,Yes,1
USER_00138,25,49,86.6,Month-to-month,No,1
USER_00139,41,9,90.0,One year,Yes,0
USER_00140,28,17,87.4,Two year,No,1
USER_00141,68,69,58.7,Month-to-month,No,0
USER_00142,34,58,88.3,Two year,Yes,0
USER_00143,25,57,109.7,Two year,Yes,0
USER_00144,52,62,,Month-to-month,Yes,1
USER_00145,52,52,114.5,Month-to-month,No,1
USER_00146,50,61,21.4,Month-to-month,Yes,1
USER_00147,76,40,54.9,One year,No,1
USER_00148,22,38,33.2,Month-to-month,Yes,0
USER_00149,59,43,32.7,One year,No,1
USER_00150,56,63,101.5,Month-to-month,No,0
USER_00151,75,19,111.8,Two year,Yes,0
USER_00152,58,50,97.8,Two year,No,0
USER_00153,45,33,117.7,Two year,No,0
USER_00154,24,13,41.6,Month-to-month,Yes,0
USER_00155,26,62,34.1,Month-to-month,No,1
USER_00156,25,43,72.1,Month-to-month,No,1
USER_00157,29,49,102.9,Month-to-month,No,0
USER_00158,51,36,24.0,Month-to-month,No,0
USER_00159,50,10,119.6,Two year,No,1
USER_00160,65,6,80.2,Two year,No,1
USER_00161,72,57,117.9,Month-to-month,No,1
USER_00162,40,1,56.5,One year,No,0
USER_00163,79,71,65.8,Month-to-month,Yes,1
USER_00164,41,58,95.2,Month-to-month,Yes,0
USER_00165,54,21,99.3,Two year,No,1
USER_00166,52,56,43.3,Two year,No,0
USER_00167,61,20,113.0,Month-to-month,No,1
USER_00168,57,54,106.7,Two year,No,0
USER_00169,39,25,21.8,Two year,No,0
USER_00170,44,28,32.9,Month-to-month,No,1
USER_00171,52,5,69.6,Month-to-month,Yes,1
USER_00172,18,21,66.1,One year,No,0
USER_00173,52,18,90.8,Two year,Yes,0
USER_00174,54,47,29.0,Month-to-month,No,1
USER_00175,64,70,84.5,Month-to-month,No,1
USER_00176,31,57,81.6,One year,No,0
USER_00177,20,19,43.4,One year,Yes,0
USER_00178,18,65,74.2,One year,No,0
USER_00179,22,3,42.2,Month-to-month,No,1
USER_00180,43,42,34.7,Two year,Yes,0
USER_00181,72,21,77.3,One year,No,0
USER_00182,31,40,117.7,Two year,Yes,0
USER_00183,56,67,43.7,Two year,Yes,0
USER_00184,44,25,55.5,Two year,No,0
USER_00185,26,55,45.7,Two year,Yes,0
USER_00186,32,52,46.6,Two year,No,0
USER_00187,32,44,60.4,One year,No,0
USER_00188,43,56,90.2,One year,No,0
USER_00189,59,55,23.9,One year,No,0
USER_00190,77,70,115.7,One year,Yes,0
USER_00191,30,66,24.6,Month-to-month,Yes,1
USER_00192,68,19,,Month-to-month,Yes,0
USER_00193,49,7,109.4,Month-to-month,No,1
USER_00194,56,63,72.4,Month-to-month,No,1
USER_00195,66,42,,Month-to-month,Yes,0
USER_00196,69,42,76.5,Two year,No,0
USER_00197,78,59,82.9,Month-to-month,No,1
USER_00198,49,20,105.8,Month-to-month,No,0
USER_00199,21,17,75.1,One year,Yes,0
USER_00200,47,27,61.1,Month-to-month,No,0
USER_00201,54,47,103.8,Two year,No,0
USER_00202,40,2,118.1,Month-to-month,No,1
USER_00203,56,63,84.5,Month-to-month,No,1
USER_00204,62,62,107.4,Two year,No,0
USER_00205,32,19,79.9,One year,Yes,0
USER_00206,60,17,89.0,Two year,No,0
USER_00207,46,69,88.8,Month-to-month,Yes,1
USER_00208,53,39,90.5,Month-to-month,Yes,1
USER_00209,30,71,52.1,One year,No,1
USER_00210,49,39,77.6,Month-to-month,No,0
USER_00211,24,36,79.4,Month-to-month,No,1
USER_00212,76,40,51.5,Month-to-month,Yes,1
USER_00213,68,45,55.0,Two year,No,0
USER_00214,39,4,96.2,One year,No,1
USER_00215,45,25,78.3,Month-to-month,No,0
USER_00216,19,69,34.9,Month-to-month,No,0
USER_00217,59,30,103.8,Two year,No,0
USER_00218,62,68,108.3,Month-to-month,Yes,0
USER_00219,79,29,66.6,One year,Yes,0
USER_00220,74,68,40.9,One year,Yes,0
USER_00221,70,51,114.8,One year,No,0
USER_00222,23,24,108.2,Month-to-month,No,1
USER_00223,45,14,44.4,Two year,No,0
USER_00224,45,69,29.6,Month-to-month,Yes,0
USER_00225,61,18,64.1,Month-to-month,No,0
USER_00226,61,42,87.6,Month-to-month,Yes,0
USER_00227,37,57,37.5,Month-to-month,No,1
USER_00228,47,12,71.3,Month-to-month,No,1
USER_00229,79,17,62.5,Two year,Yes,0
USER_00230,28,30,109.1,Month-to-month,No,1
USER_00231,75,23,63.0,Two year,No,0
USER_00232,72,1,73.4,Month-to-month,No,1
USER_00233,45,32,115.5,Month-to-month,No,1
USER_00234,42,9,50.0,Month-to-month,Yes,1
USER_00235,56,15,48.9,One year,No,0
USER_00236,79,28,100.0,One year,No,1
USER_00237,50,24,47.8,Two year,No,0
USER_00238,18,60,103.2,One year,No,0
USER_00239,74,35,29.6,Month-to-month,Yes,0
USER_00240,44,27,31.1,Month-to-month,No,0
USER_00241,79,20,110.1,Two year,Yes,0
USER_00242,74,65,74.1,Two year,Yes,0
USER_00243,69,49,91.9,Month-to-month,Yes,0
USER_00244,30,1,42.5,Month-to-month,No,1
USER_00245,58,10,36.6,One year,Yes,0
USER_00246,20,47,103.5,One year,No,0
USER_00247,56,59,55.9,One year,No,1
USER_00248,23,62,65.5,Month-to-month,Yes,0
USER_00249,25,18,22.8,Two year,No,0
USER_00250,44,46,58.6,Month-to-month,No,1
USER_00251,26,32,,Month-to-month,Yes,1
USER_00252,79,27,102.1,Month-to-month,Yes,0
USER_00253,54,18,89.9,Month-to-month,No,0
USER_00254,50,39,89.2,Two year,No,0
USER_00255,68,49,70.6,One year,Yes,0
USER_00256,59,44,73.8,Two year,No,1
USER_00257,61,72,94.3,Month-to-month,No,1
USER_00258,41,54,44.7,Two year,No,0
USER_00259,32,34,43.2,One year,No,0
USER_00260,76,71,115.0,Month-to-month,No,1
USER_00261,71,36,22.8,Two year,Yes,0
USER_00262,49,18,33.9,Month-to-month,No,1
USER_00263,49,38,77.0,Month-to-month,No,1
USER_00264,41,59,93.8,Month-to-month,No,1
USER_00265,58,9,73.8,Month-to-month,No,1
USER_00266,69,72,55.5,Month-to-month,Yes,1
USER_00267,66,51,117.8,One year,Yes,0
USER_00268,79,35,90.4,Month-to-month,No,1
USER_00269,66,5,103.1,Month-to-month,No,1
USER_00270,75,14,24.0,One year,Yes,0
USER_00271,69,30,43.6,Month-to-month,No,0
USER_00272,29,4,57.4,One year,No,1
USER_00273,79,39,38.3,Two year,No,0
USER_00274,56,64,27.3,Month-to-month,No,1
USER_00275,19,25,42.5,One year,No,0
USER_00276,20,28,73.4,Month-to-month,Yes,0
USER_00277,66,66,89.6,One year,No,0
USER_00278,54,22,97.4,Month-to-month,No,1
USER_00279,66,31,24.3,Month-to-month,No,1
USER_00280,73,23,62.8,Month-to-month,No,1
USER_00281,34,48,32.2,One year,Yes,0
USER_00282,76,20,63.1,Month-to-month,Yes,0
USER_00283,66,38,63.4,Month-to-month,No,1
USER_00284,19,55,69.8,Two year,No,1
USER_00285,19,68,109.3,Month-to-month,Yes,1
USER_00286,45,1,100.5,One year,No,1
USER_00287,71,7,83.7,Month-to-month,No,1
USER_00288,40,57,108.5,Two year,No,0
USER_00289,54,12,87.8,Month-to-month,No,1
USER_00290,49,5,101.9,Month-to-month,No,1
USER_00291,50,50,76.4,One year,Yes,0
USER_00292,18,42,72.5,Two year,No,1
USER_00293,36,12,92.4,Two year,Yes,1
USER_00294,79,18,22.0,Month-to-month,No,1
USER_00295,19,66,89.0,Two year,No,0
USER_00296,70,17,113.5,One year,Yes,0
USER_00297,61,68,91.4,Two year,Yes,0
USER_00298,43,71,23.7,Two year,Yes,0
USER_00299,49,62,57.8,One year,No,1
USER_00300,23,41,101.0,One year,Yes,0
USER_00301,49,34,115.9,One year,Yes,0
USER_00302,72,70,57.0,One year,No,0
USER_00303,21,45,104.1,Month-to-month,Yes,0
USER_00304,72,58,106.4,Month-to-month,No,1
USER_00305,28,51,32.3,Month-to-month,No,1
USER_00306,73,34,104.6,Two year,No,1
USER_00307,76,44,52.4,Month-to-month,Yes,1
USER_00308,34,15,79.3,Month-to-month,No,1
USER_00309,55,70,73.9,Month-to-month,No,1
USER_00310,41,50,86.3,One year,No,0
USER_00311,22,32,94.0,Two year,No,0
USER_00312,69,67,64.1,One year,No,0
USER_00313,51,3,108.8,Month-to-month,No,1
USER_00314,23,51,100.9,Two year,Yes,0
USER_00315,39,67,98.5,Month-to-month,No,1
USER_00316,28,48,65.8,Two year,No,1
USER_00317,65,17,23.8,Month-to-month,No,1
USER_00318,33,7,69.2,One year,No,1
USER_00319,50,13,109.8,Month-to-month,Yes,0
USER_00320,26,66,39.0,Two year,Yes,1
USER_00321,77,4,118.3,Month-to-month,Yes,1
USER_00322,76,10,100.8,Month-to-month,Yes,1
USER_00323,23,17,91.0,Two year,No,0
USER_00324,33,52,87.7,Month-to-month,No,1
USER_00325,46,6,78.7,One year,No,0
USER_00326,20,69,92.1,One year,No,1
USER_00327,37,9,62.2,One year,Yes,0
USER_00328,77,21,104.5,Month-to-month,No,0
USER_00329,76,24,89.6,Two year,No,1
USER_00330,53,4,97.1,Two year,No,1
USER_00331,36,24,99.2,Month-to-month,Yes,0
USER_00332,43,59,29.2,Month-to-month,Yes,0
USER_00333,20,3,25.6,Month-to-month,Yes,1
USER_00334,36,68,100.1,Month-to-month,No,0
USER_00335,37,40,45.9,One year,Yes,0
USER_00336,49,48,78.2,Two year,No,0
USER_00337,24,54,64.4,One year,No,0
USER_00338,69,35,22.2,One year,No,1
USER_00339,58,56,24.0,Month-to-month,No,0
USER_00340,50,40,102.7,Month-to-month,No,1
USER_00341,57,68,80.8,One year,No,0
USER_00342,56,46,72.4,One year,Yes,0
USER_00343,35,13,114.4,One year,No,0
USER_00344,57,27,37.3,Month-to-month,No,1
USER_00345,18,6,45.8,One year,No,1
USER_00346,28,17,95.7,Month-to-month,No,1
USER_00347,45,36,97.5,Month-to-month,No,1
USER_00348,74,2,60.5,One year,No,0
USER_00349,42,52,115.1,Month-to-month,No,1
USER_00350,67,66,113.8,Two year,Yes,1
USER_00351,40,52,21.2,Month-to-month,Yes,1
USER_00352,48,43,37.2,One year,Yes,0
USER_00353,47,22,102.0,Two year,No,1
USER_00354,59,55,53.5,Month-to-month,No,1
USER_00355,52,67,29.5,Two year,No,0
USER_00356,24,60,98.5,One year,Yes,0
USER_00357,77,58,65.5,Two year,Yes,0
USER_00358,33,12,69.2,Month-to-month,Yes,0
USER_00359,43,69,38.6,Month-to-month,Yes,1
USER_00360,65,39,86.1,Month-to-month,Yes,1
USER_00361,74,13,75.1,One year,No,0
USER_00362,69,41,40.7,Month-to-month,No,1
USER_00363,77,57,54.0,Month-to-month,No,1
USER_00364,66,53,79.7,Month-to-month,Yes,0
USER_00365,19,12,112.5,Month-to-month,No,1
USER_00366,18,13,112.0,One year,No,0
USER_00367,65,57,48.8,Month-to-month,No,0
USER_00368,79,40,93.6,Month-to-month,No,1
USER_00369,29,45,97.6,Month-to-month,No,0
USER_00370,22,35,100.9,One year,No,0
USER_00371,54,3,77.1,Two year,No,1
USER_00372,49,5,21.1,One year,No,1
USER_00373,76,11,96.2,Month-to-month,Yes,1
USER_00374,72,71,30.7,Month-to-month,Yes,1
USER_00375,26,56,31.7,Month-to-month,No,0
USER_00376,58,10,80.6,One year,No,0
USER_00377,52,34,118.4,Month-to-month,No,0
USER_00378,36,67,44.3,Two year,No,0
USER_00379,65,72,84.6,Two year,No,0
USER_00380,33,31,50.4,Month-to-month,Yes,0
USER_00381,20,71,109.9,Month-to-month,Yes,0
USER_00382,37,66,79.4,Month-to-month,No,0
USER_00383,41,70,40.7,Month-to-month,No,0
USER_00384,71,41,46.2,One year,No,0
USER_00385,73,63,63.2,One year,No,1
USER_00386,50,32,32.2,Month-to-month,No,0
USER_00387,41,20,27.9,Two year,No,0
USER_00388,69,57,88.0,One year,Yes,0
USER_00389,28,50,60.7,Two year,Yes,0
USER_00390,66,25,92.6,One year,No,0
USER_00391,25,12,31.0,One year,No,0
USER_00392,53,71,81.0,Month-to-month,No,1
USER_00393,55,39,64.3,One year,Yes,0
USER_00394,57,17,25.8,Month-to-month,No,0
USER_00395,37,45,74.5,One year,No,0
USER_00396,79,11,28.3,Month-to-month,No,1
USER_00397,52,70,102.8,Month-to-month,No,1
USER_00398,65,23,83.2,Month-to-month,No,0
USER_00399,79,70,75.7,Month-to-month,No,0
USER_00400,42,38,33.3,Month-to-month,No,1
USER_00401,52,2,48.7,Two year,No,0
USER_00402,42,72,,Month-to-month,No,1
USER_00403,46,37,83.3,One year,No,0
USER_00404,35,49,38.3,Month-to-month,Yes,1
USER_00405,63,52,20.9,Month-to-month,No,0
USER_00406,35,33,54.5,Month-to-month,No,1
USER_00407,19,22,68.3,Month-to-month,Yes,1
USER_00408,71,5,38.4,Month-to-month,No,1
USER_00409,52,18,69.2,Month-to-month,No,0
USER_00410,33,38,53.8,Month-to-month,No,1
USER_00411,78,37,65.5,Two year,Yes,0
USER_00412,58,64,54.7,Month-to-month,Yes,1
USER_00413,53,10,82.8,Two year,Yes,0
USER_00414,50,42,24.3,Two year,Yes,0
USER_00415,21,48,37.1,One year,No,0
USER_00416,50,44,63.3,Two year,Yes,0
USER_00417,31,16,55.6,Month-to-month,No,1
USER_00418,38,54,59.2,Two year,Yes,0
USER_00419,65,35,100.4,Month-to-month,No,1
USER_00420,37,28,108.6,Month-to-month,Yes,1
USER_00421,73,2,44.9,One year,No,1
USER_00422,25,13,103.6,Two year,Yes,0
USER_00423,24,41,65.9,Two year,No,0
USER_00424,20,59,47.4,Month-to-month,Yes,0
USER_00425,34,69,118.5,Month-to-month,No,1
USER_00426,50,53,102.5,One year,No,1
USER_00427,65,45,119.4,One year,No,1
USER_00428,29,20,36.8,Month-to-month,Yes,0
USER_00429,76,24,34.4,Month-to-month,Yes,0
USER_00430,68,61,70.3,Two year,Yes,0
USER_00431,39,58,83.9,One year,No,0
USER_00432,72,27,37.1,Month-to-month,Yes,0
USER_00433,39,26,106.0,One year,Yes,0
USER_00434,63,7,73.2,One year,No,1
USER_00435,47,42,61.1,Two year,Yes,0
USER_00436,55,47,,One year,No,0
USER_00437,55,53,83.5,Month-to-month,Yes,1
USER_00438,62,59,24.3,Two year,No,0
USER_00439,68,38,120.0,Month-to-month,No,1
USER_00440,71,69,56.4,Two year,Yes,0
USER_00441,25,53,26.2,One year,Yes,0
USER_00442,44,15,105.2,Two year,No,1
USER_00443,44,26,119.3,Month-to-month,No,0
USER_00444,51,48,101.6,One year,No,1
USER_00445,38,19,105.2,Two year,No,0
USER_00446,47,9,82.6,One year,Yes,1
USER_00447,50,64,112.2,Month-to-month,No,1
USER_00448,45,54,23.6,Month-to-month,No,0
USER_00449,64,51,96.7,One year,No,0
USER_00450,50,39,87.1,Month-to-month,No,1
USER_00451,22,4,25.0,One year,No,1
USER_00452,77,3,74.4,Month-to-month,No,1
USER_00453,78,64,71.5,Two year,No,0
USER_00454,65,29,89.2,Month-to-month,Yes,0
USER_00455,36,11,27.8,Month-to-month,Yes,1
USER_00456,21,58,100.5,Month-to-month,Yes,0
USER_00457,52,27,33.9,One year,No,0
USER_00458,66,21,61.9,One year,No,0
USER_00459,34,39,108.1,One year,No,1
USER_00460,61,46,76.1,One year,Yes,0
USER_00461,45,66,58.0,Month-to-month,Yes,0
USER_00462,47,36,24.8,Two year,Yes,0
USER_00463,46,65,87.2,Two year,No,0
USER_00464,63,63,118.7,Month-to-month,No,0
USER_00465,70,35,111.2,Two year,No,0
USER_00466,23,31,91.7,One year,No,1
USER_00467,52,28,30.5,One year,No,0
USER_00468,77,1,43.9,One year,No,0
USER_00469,58,25,38.7,Two year,No,0
USER_00470,54,43,55.5,Two year,No,0
USER_00471,41,67,43.6,One year,No,0
USER_00472,46,63,44.4,Month-to-month,No,1
USER_00473,66,51,81.7,One year,Yes,0
USER_00474,63,2,51.9,Month-to-month,No,1
USER_00475,70,64,87.7,One year,Yes,0
USER_00476,48,69,114.8,Two year,Yes,0
USER_00477,52,9,83.8,Month-to-month,Yes,1
USER_00478,77,2,95.2,Month-to-month,No,1
USER_00479,50,34,95.2,One year,No,0
USER_00480,69,60,53.1,Month-to-month,No,1
USER_00481,78,61,21.5,Month-to-month,No,1
USER_00482,38,31,25.5,One year,Yes,0
USER_00483,49,10,48.2,Two year,No,1
USER_00484,40,36,89.0,One year,No,0
USER_00485,50,49,110.7,Month-to-month,Yes,0
USER_00486,20,70,115.9,One year,No,0
USER_00487,35,49,22.6,Month-to-month,No,1
USER_00488,42,3,119.0,Two year,No,0
USER_00489,59,5,52.2,One year,No,1
USER_00490,48,61,104.3,Two year,No,0
USER_00491,71,26,38.0,Two year,Yes,0
USER_00492,75,72,26.3,Month-to-month,No,1
USER_00493,20,5,57.8,Two year,No,1
USER_00494,57,15,105.9,Two year,Yes,1
USER_00495,63,16,42.1,One year,No,0
USER_00496,41,1,35.4,Month-to-month,No,1
USER_00497,67,16,111.0,One year,Yes,0
USER_00498,49,37,113.8,Month-to-month,No,1
USER_00499,64,3,21.3,One year,No,1
USER_00500,39,52,92.7,Month-to-month,Yes,1
USER_00501,40,47,50.9,One year,No,0
USER_00502,19,13,57.5,Two year,No,1
USER_00503,44,55,66.9,Month-to-month,Yes,0
USER_00504,59,21,62.7,One year,No,0
USER_00505,19,66,71.5,Month-to-month,No,1
USER_00506,43,54,78.2,One year,No,0
USER_00507,34,27,66.6,One year,No,0
USER_00508,57,38,90.2,Month-to-month,No,1
USER_00509,50,58,91.9,One year,No,1
USER_00510,26,62,64.0,Two year,No,0
USER_00511,60,46,34.2,Month-to-month,No,0
USER_00512,71,11,84.1,One year,No,1
USER_00513,65,72,97.3,One year,Yes,0
USER_00514,56,8,83.8,Month-to-month,Yes,0
USER_00515,46,71,78.8,Two year,No,0
USER_00516,59,64,42.9,One year,No,1
USER_00517,72,21,84.5,Month-to-month,No,1
USER_00518,43,72,53.5,Month-to-month,No,1
USER_00519,52,63,112.0,Month-to-month,No,1
USER_00520,67,64,85.4,One year,Yes,0
USER_00521,42,20,47.8,One year,Yes,0
USER_00522,41,8,67.3,One year,No,0
USER_00523,30,58,104.7,One year,No,0
USER_00524,77,46,53.5,Month-to-month,No,1
USER_00525,75,31,72.5,One year,No,1
USER_00526,24,9,88.0,Two year,No,0
USER_00527,74,15,95.5,Two year,Yes,1
USER_00528,53,26,37.4,Month-to-month,No,1
USER_00529,62,10,76.5,One year,Yes,0
USER_00530,37,29,111.2,Month-to-month,Yes,0
USER_00531,18,36,116.8,Month-to-month,No,1
USER_00532,25,37,85.6,One year,No,0
USER_00533,63,71,118.4,Month-to-month,Yes,0
USER_00534,33,23,77.1,Month-to-month,Yes,1
USER_00535,31,41,64.3,One year,Yes,0
USER_00536,29,28,75.2,Two year,Yes,0
USER_00537,68,48,31.6,Two year,No,1
USER_00538,40,38,60.2,One year,No,1
USER_00539,32,31,65.8,Month-to-month,No,1
USER_00540,45,14,104.9,Month-to-month,Yes,0
USER_00541,51,29,95.9,One year,Yes,0
USER_00542,19,51,80.1,Two year,No,1
USER_00543,49,49,54.7,Two year,No,0
USER_00544,40,43,38.7,One year,No,0
USER_00545,39,72,54.8,Month-to-month,Yes,1
USER_00546,68,5,88.0,Month-to-month,No,0
USER_00547,42,42,46.3,Month-to-month,Yes,0
USER_00548,75,7,62.7,Two year,Yes,0
USER_00549,79,42,58.7,Month-to-month,Yes,1
USER_00550,78,36,96.6,One year,No,1
USER_00551,39,27,108.4,Month-to-month,No,1
USER_00552,75,58,89.9,One year,Yes,0
USER_00553,75,46,54.2,One year,No,0
USER_00554,39,66,63.3,One year,No,1
USER_00555,66,25,34.3,One year,Yes,1
USER_00556,69,27,36.8,One year,No,1
USER_00557,59,1,36.4,Month-to-month,No,1
USER_00558,23,42,33.1,Month-to-month,No,1
USER_00559,32,52,38.0,Two year,No,0
USER_00560,71,25,40.3,Month-to-month,No,1
USER_00561,60,54,31.2,Month-to-month,Yes,0
USER_00562,77,67,84.0,Month-to-month,No,0
USER_00563,54,6,119.0,Month-to-month,Yes,1
USER_00564,50,58,107.9,Month-to-month,No,1
USER_00565,25,70,24.6,One year,No,0
USER_00566,70,53,62.3,Two year,No,1
USER_00567,77,66,105.9,One year,No,0
USER_00568,61,58,33.5,Month-to-month,No,1
USER_00569,61,2,104.8,One year,No,1
USER_00570,22,22,79.3,Two year,No,0
USER_00571,56,37,113.1,Two year,No,1
USER_00572,21,20,107.6,Month-to-month,Yes,1
USER_00573,23,24,87.7,Month-to-month,No,1
USER_00574,62,65,85.8,Two year,Yes,0
USER_00575,49,65,41.3,One year,No,0
USER_00576,69,1,31.7,One year,No,1
USER_00577,47,3,61.5,Month-to-month,Yes,1
USER_00578,64,46,38.7,One year,No,0
USER_00579,52,55,30.2,Month-to-month,No,0
USER_00580,72,64,50.2,Month-to-month,No,1
USER_00581,57,45,106.0,Month-to-month,No,1
USER_00582,69,26,21.7,Month-to-month,No,1
USER_00583,33,65,49.3,Month-to-month,Yes,1
