Product_ID,Temperature,Pressure,Production_Speed,Material_Score,Machine_Type,Defect
PROD_00208,191.5,52.2,132.2,100.0,Type_B,0
PROD_00209,213.1,65.3,138.9,59.9,Type_B,1
PROD_00210,175.0,60.4,94.2,84.8,Type_A,0
PROD_00211,160.9,46.0,103.9,68.6,Type_A,0
PROD_00212,150.7,39.2,94.5,74.0,Type_C,1
PROD_00213,185.5,51.4,67.6,76.7,Type_B,0
PROD_00214,183.6,56.5,132.4,59.0,Type_B,1
PROD_00215,199.4,60.1,101.5,80.7,Type_C,0
PROD_00216,164.6,59.5,146.3,75.6,Type_B,1
PROD_00217,178.8,50.4,82.3,72.2,Type_B,0
PROD_00218,202.1,61.5,115.8,59.4,Type_A,0
PROD_00219,190.4,43.5,98.6,77.1,Type_C,1
PROD_00220,170.8,68.5,103.4,85.3,Type_A,0
PROD_00221,182.7,58.1,115.1,52.2,Type_A,0
PROD_00222,150.0,69.4,118.2,76.1,Type_C,0
PROD_00223,183.4,49.1,78.0,75.0,Type_A,0
PROD_00224,179.7,43.3,111.9,87.6,Type_A,0
PROD_00225,185.4,56.4,69.4,70.9,Type_A,0
PROD_00226,177.5,59.5,73.9,87.3,Type_C,0
PROD_00227,183.7,50.1,85.2,70.4,Type_B,0
PROD_00228,201.9,48.1,89.4,88.4,Type_A,0
PROD_00229,191.5,51.9,87.7,66.4,Type_C,0
PROD_00230,190.6,51.7,86.1,81.7,Type_C,0
PROD_00231,205.7,59.2,99.9,47.3,Type_A,0
PROD_00232,165.8,72.2,111.7,84.5,Type_B,0
PROD_00233,188.1,57.8,90.8,100.0,Type_A,0
PROD_00234,168.9,41.6,121.9,61.1,Type_B,0
PROD_00235,169.8,55.2,107.4,60.8,Type_C,0
PROD_00236,212.6,41.0,127.7,71.6,Type_B,0
PROD_00237,229.1,42.9,119.6,97.9,Type_B,0
PROD_00238,181.2,60.1,54.2,97.4,Type_C,0
PROD_00239,181.9,42.6,145.0,72.3,Type_C,1
PROD_00240,172.1,54.0,129.1,63.3,Type_A,0
PROD_00241,172.3,51.6,92.1,75.0,Type_C,0
PROD_00242,171.7,46.2,76.0,52.0,Type_C,0
PROD_00243,157.8,55.6,146.4,83.8,Type_C,0
PROD_00244,161.8,45.4,131.5,55.2,Type_A,0
PROD_00245,166.4,44.3,110.9,69.5,Type_B,0
PROD_00246,188.5,55.9,70.1,67.6,Type_A,0
PROD_00247,187.6,50.2,127.3,53.3,Type_A,0
PROD_00248,187.5,66.6,110.7,97.8,Type_A,0
PROD_00249,175.3,51.6,148.0,100.0,Type_A,0
PROD_00250,164.3,45.1,86.7,86.6,Type_B,0
PROD_00251,181.6,57.5,88.7,64.0,Type_B,0
PROD_00252,162.7,46.0,108.5,75.1,Type_A,0
PROD_00253,184.6,47.0,73.0,65.4,Type_B,0
PROD_00254,215.7,49.8,97.7,57.3,Type_B,0
PROD_00255,226.9,44.2,93.6,80.8,Type_B,0
PROD_00256,163.1,59.8,92.5,94.4,Type_A,0
PROD_00257,186.4,47.5,117.2,74.2,Type_A,0
PROD_00258,187.1,56.1,75.7,84.0,Type_A,0
PROD_00259,191.1,35.8,75.7,92.1,Type_C,0
PROD_00260,170.3,55.3,94.3,81.6,Type_A,0
PROD_00261,232.6,66.0,82.8,40.4,Type_A,0
PROD_00262,150.3,38.1,144.7,59.7,Type_A,0
PROD_00263,167.9,56.9,127.4,80.6,Type_B,0
PROD_00264,184.0,45.4,134.8,80.3,Type_B,0
PROD_00265,184.7,40.0,109.9,81.8,Type_C,0
PROD_00266,172.1,47.3,76.4,81.3,Type_B,0
PROD_00267,131.4,34.5,114.1,70.8,Type_C,1
PROD_00268,151.9,53.2,90.9,80.5,Type_A,0
PROD_00269,201.0,48.3,98.3,,Type_A,0
PROD_00270,225.9,50.9,120.1,87.6,Type_A,0
PROD_00271,142.7,47.3,122.0,90.9,Type_C,0
PROD_00272,170.1,62.8,115.5,92.6,Type_B,0
PROD_00273,164.9,57.5,88.0,78.7,Type_B,1
PROD_00274,176.0,63.6,109.5,74.5,Type_C,0
PROD_00275,163.5,53.2,88.1,84.6,Type_C,0
PROD_00276,231.4,57.5,89.5,66.5,Type_B,0
PROD_00277,162.0,62.3,117.2,64.9,Type_C,0
PROD_00278,177.6,52.0,96.3,68.1,Type_A,0
PROD_00279,182.6,64.0,171.2,88.4,Type_C,0
PROD_00280,191.8,38.6,71.2,74.8,Type_B,1
PROD_00281,186.3,47.0,87.3,80.3,Type_C,0
PROD_00282,184.3,54.5,111.5,52.2,Type_A,0
PROD_00283,184.3,52.3,91.9,75.9,Type_C,0
PROD_00284,173.3,47.5,70.5,67.1,Type_B,0
PROD_00285,176.6,41.7,106.7,91.4,Type_B,1
PROD_00286,184.4,51.7,83.6,88.9,Type_A,0
PROD_00287,184.6,54.1,103.7,72.7,Type_B,0
PROD_00288,175.3,57.7,107.9,89.5,Type_C,0
PROD_00289,163.3,52.7,107.7,52.6,Type_A,0
PROD_00290,165.3,38.6,134.0,72.9,Type_B,0
PROD_00291,174.5,78.6,88.4,84.9,Type_A,0
PROD_00292,146.7,50.1,51.2,,Type_A,0
PROD_00293,205.1,50.9,137.4,67.5,Type_C,1
PROD_00294,178.7,51.8,116.8,70.1,Type_B,0
PROD_00295,184.2,52.7,124.0,79.8,Type_B,0
PROD_00296,219.5,62.7,95.1,66.9,Type_A,0
PROD_00297,199.3,76.2,90.1,80.2,Type_B,0
PROD_00298,186.8,63.3,112.4,60.9,Type_B,0
PROD_00299,165.0,55.8,106.9,65.4,Type_B,0
PROD_00300,188.0,67.9,98.9,53.0,Type_A,1
PROD_00301,172.5,48.5,115.5,92.5,Type_C,0
PROD_00302,197.3,56.5,104.4,87.9,Type_C,0
PROD_00303,157.1,61.4,113.0,87.5,Type_A,0
PROD_00304,182.0,39.7,79.5,80.0,Type_C,0
PROD_00305,160.0,43.7,116.9,67.4,Type_C,1
PROD_00306,175.5,65.1,84.8,61.5,Type_A,0
PROD_00307,156.4,61.3,163.4,90.6,Type_B,1
PROD_00308,163.2,65.1,105.6,79.8,Type_A,0
PROD_00309,186.7,36.3,99.9,93.9,Type_B,0
PROD_00310,184.8,70.6,105.0,65.1,Type_A,0
PROD_00311,179.1,51.6,131.5,61.3,Type_C,0
PROD_00312,158.1,40.7,72.8,82.4,Type_B,0
PROD_00313,194.7,50.2,116.4,73.4,Type_B,0
PROD_00314,151.9,49.6,67.1,66.8,Type_A,1
PROD_00315,176.3,45.2,109.0,71.8,Type_B,0
PROD_00316,180.2,60.2,91.7,84.9,Type_A,0
PROD_00317,191.8,52.5,98.5,81.4,Type_B,0
PROD_00318,183.7,58.0,130.5,77.5,Type_C,0
PROD_00319,151.8,65.7,114.3,74.7,Type_B,0
PROD_00320,176.0,55.7,138.9,95.7,Type_B,0
PROD_00321,168.6,59.4,122.9,71.5,Type_C,0
PROD_00322,178.0,62.1,96.4,76.7,Type_C,0
PROD_00323,178.2,50.5,90.2,69.0,Type_B,0
PROD_00324,189.3,36.7,61.9,76.0,Type_A,0
PROD_00325,200.5,38.8,100.0,65.6,Type_A,0
PROD_00326,159.8,38.6,131.5,72.5,Type_A,0
PROD_00327,205.6,37.7,64.6,66.5,Type_B,1
PROD_00328,184.4,37.3,96.8,99.4,Type_A,0
PROD_00329,169.6,37.3,93.8,84.6,Type_A,0
PROD_00330,190.4,48.4,146.0,63.1,Type_B,0
PROD_00331,167.2,36.5,110.1,79.6,Type_A,0
PROD_00332,172.4,62.9,82.9,70.7,Type_A,0
PROD_00333,145.1,31.1,94.2,78.5,Type_A,0
PROD_00334,195.0,32.2,85.9,63.0,Type_B,0
PROD_00335,161.9,51.8,85.0,96.0,Type_B,0
PROD_00336,218.8,48.2,112.7,46.6,Type_B,0
PROD_00337,189.6,31.6,108.8,80.9,Type_B,1
PROD_00338,150.1,60.4,140.0,80.0,Type_C,0
PROD_00339,183.1,59.5,79.7,70.3,Type_B,0
PROD_00340,181.5,62.5,130.3,83.1,Type_A,0
PROD_00341,166.6,52.0,104.1,93.0,Type_A,0
PROD_00342,187.2,63.8,152.6,77.0,Type_A,1
PROD_00343,175.6,55.5,74.4,56.5,Type_C,0
PROD_00344,186.2,70.3,102.4,85.6,Type_A,0
PROD_00345,244.9,48.9,119.1,55.0,Type_B,1
PROD_00346,216.0,61.0,69.9,84.5,Type_B,0
PROD_00347,175.2,51.2,54.1,86.6,Type_C,0
PROD_00348,181.5,49.1,107.0,64.8,Type_C,0
PROD_00349,172.0,54.0,97.2,59.1,Type_B,0
PROD_00350,146.8,40.4,87.0,66.0,Type_B,0
PROD_00351,166.3,48.5,68.9,,Type_B,0
PROD_00352,170.7,62.9,144.6,70.2,Type_C,0
PROD_00353,187.4,45.7,94.6,91.0,Type_B,1
PROD_00354,171.5,40.0,56.0,68.2,Type_C,0
PROD_00355,178.4,48.9,38.3,89.7,Type_A,0
PROD_00356,169.9,54.0,94.1,82.7,Type_B,0
PROD_00357,171.1,29.0,114.9,83.3,Type_B,0
PROD_00358,143.7,56.8,89.0,78.0,Type_A,0
PROD_00359,176.0,54.4,131.0,62.1,Type_C,0
PROD_00360,181.2,47.5,93.7,60.2,Type_C,0
PROD_00361,177.3,44.4,66.0,62.2,Type_A,0
PROD_00362,161.5,34.9,117.2,71.0,Type_C,0
PROD_00363,206.4,51.3,112.7,83.7,Type_C,0
PROD_00364,171.0,64.7,91.5,66.7,Type_C,0
PROD_00365,191.0,50.4,99.0,78.0,Type_B,0
PROD_00366,190.7,52.7,131.4,82.6,Type_A,0
PROD_00367,186.9,50.2,103.5,75.4,Type_C,0
PROD_00368,176.6,52.5,101.6,78.5,Type_A,0
PROD_00369,165.3,56.7,121.5,80.4,Type_C,0
PROD_00370,178.6,42.2,93.3,90.5,Type_B,0
PROD_00371,191.8,61.6,55.6,64.3,Type_C,0
PROD_00372,198.7,44.1,101.5,,Type_B,0
PROD_00373,184.8,47.4,130.2,70.2,Type_A,0
PROD_00374,165.9,24.6,95.2,78.0,Type_C,0
PROD_00375,200.2,60.6,111.1,68.3,Type_B,0
PROD_00376,199.7,54.2,74.5,90.7,Type_A,0
PROD_00377,204.8,40.9,114.5,66.7,Type_B,0
PROD_00378,182.1,41.1,55.9,82.8,Type_B,0
PROD_00379,202.6,58.4,65.9,85.9,Type_A,0
PROD_00380,179.4,46.0,84.9,100.0,Type_A,0
PROD_00381,219.9,63.6,120.0,54.1,Type_A,1
PROD_00382,179.2,43.9,105.4,74.8,Type_C,0
PROD_00383,213.1,47.2,112.8,64.0,Type_A,1
PROD_00384,179.6,53.0,73.1,98.2,Type_A,0
PROD_00385,168.2,49.9,31.6,71.8,Type_B,0
PROD_00386,180.3,42.3,73.5,95.5,Type_A,0
PROD_00387,183.8,52.5,104.3,58.2,Type_B,0
PROD_00388,178.8,41.5,70.9,71.4,Type_A,0
PROD_00389,175.5,53.6,97.8,65.2,Type_A,0
PROD_00390,182.4,54.0,72.8,100.0,Type_B,0
PROD_00391,156.6,54.5,136.9,68.0,Type_B,1
PROD_00392,198.8,59.0,129.4,56.3,Type_C,0
PROD_00393,138.7,41.4,73.3,80.6,Type_B,0
PROD_00394,179.1,40.8,87.3,81.9,Type_C,0
PROD_00395,220.3,60.9,138.3,96.3,Type_B,0
PROD_00396,183.4,39.6,128.5,86.6,Type_A,0
PROD_00397,180.9,46.2,106.8,76.6,Type_A,0
PROD_00398,150.8,53.4,106.7,85.5,Type_B,0
PROD_00399,198.2,42.7,91.0,57.6,Type_A,0
PROD_00400,186.5,59.7,145.8,81.8,Type_B,0
PROD_00401,175.3,51.4,117.7,77.5,Type_A,0
PROD_00402,141.9,36.2,111.3,58.6,Type_C,1
PROD_00403,186.5,58.0,89.3,82.2,Type_B,0
PROD_00404,181.2,49.5,126.5,69.7,Type_C,0
PROD_00405,199.1,62.6,68.7,68.1,Type_B,0
PROD_00406,211.1,62.0,98.6,77.4,Type_B,1
PROD_00407,192.2,44.3,105.5,77.7,Type_A,0
PROD_00408,134.6,56.9,71.4,74.3,Type_A,0
PROD_00409,196.7,63.2,95.9,86.4,Type_A,0
PROD_00410,179.8,61.6,97.9,66.3,Type_C,0
PROD_00411,153.6,43.4,48.5,78.9,Type_B,0
PROD_00412,206.9,57.4,117.7,84.6,Type_A,0
PROD_00413,180.9,31.0,102.8,65.1,Type_A,0
PROD_00414,172.6,35.4,128.9,66.0,Type_A,0
PROD_00415,175.4,48.3,30.0,60.3,Type_B,0
PROD_00416,158.5,50.5,108.3,83.8,Type_A,0
PROD_00417,136.1,50.6,78.4,,Type_B,0
PROD_00418,171.7,43.4,109.8,78.2,Type_B,0
PROD_00419,196.5,40.0,58.8,70.1,Type_B,0
PROD_00420,205.3,60.6,119.1,68.5,Type_A,0
PROD_00421,183.1,53.2,99.3,67.4,Type_A,0
PROD_00422,180.9,43.9,109.1,50.7,Type_A,0
PROD_00423,154.8,60.5,78.4,73.2,Type_A,0
PROD_00424,184.3,55.9,67.3,70.4,Type_A,0
PROD_00425,172.8,63.0,88.6,65.4,Type_A,0
PROD_00426,156.3,43.2,79.4,69.7,Type_C,0
PROD_00427,195.9,47.2,80.8,82.3,Type_B,0
PROD_00428,148.8,63.7,138.9,72.1,Type_B,0
PROD_00429,189.7,63.6,112.7,75.4,Type_C,0
PROD_00430,203.6,51.3,84.7,71.9,Type_C,0
PROD_00431,159.3,47.2,84.1,75.8,Type_C,0
PROD_00432,167.5,47.9,91.0,79.3,Type_A,0
PROD_00433,189.4,51.5,112.9,71.4,Type_B,0
PROD_00434,166.0,47.4,94.5,81.6,Type_A,0
PROD_00435,194.0,40.9,73.0,100.0,Type_C,0
PROD_00436,195.0,28.6,44.6,78.3,Type_A,0
PROD_00437,171.2,47.9,93.3,54.3,Type_B,0
PROD_00438,198.1,40.9,104.7,72.3,Type_C,0
PROD_00439,189.1,41.2,116.4,67.7,Type_B,0
PROD_00440,166.7,56.6,84.8,61.1,Type_C,0
PROD_00441,195.3,51.7,122.0,69.1,Type_C,0
PROD_00442,179.9,40.3,90.3,81.8,Type_B,0
PROD_00443,190.8,48.6,123.6,70.3,Type_C,0
PROD_00444,171.3,47.4,138.2,77.4,Type_B,1
PROD_00445,205.6,57.0,122.7,66.3,Type_B,0
PROD_00446,182.9,39.9,102.7,88.8,Type_B,0
PROD_00447,180.7,70.5,151.3,68.0,Type_B,0
PROD_00448,225.2,51.7,82.0,78.7,Type_C,1
PROD_00449,186.0,39.9,82.8,73.6,Type_A,1
PROD_00450,193.9,63.5,93.2,,Type_A,0
PROD_00451,177.6,40.9,51.5,86.7,Type_C,0
PROD_00452,176.4,35.8,106.2,86.4,Type_A,0
PROD_00453,148.6,43.4,113.8,60.0,Type_A,1
PROD_00454,202.1,36.0,103.0,89.0,Type_B,0
PROD_00455,192.4,59.9,71.4,72.7,Type_C,0
PROD_00456,177.5,52.8,106.2,73.0,Type_A,0
PROD_00457,189.6,22.1,91.7,75.2,Type_C,0
PROD_00458,192.6,34.2,68.0,80.7,Type_B,0
PROD_00459,153.5,33.3,94.5,69.0,Type_A,0
PROD_00460,177.8,48.7,97.0,58.1,Type_B,0
PROD_00461,150.8,48.6,138.9,66.3,Type_B,0
PROD_00462,202.1,56.1,90.5,80.1,Type_B,0
PROD_00463,183.6,60.7,92.8,64.8,Type_C,1
PROD_00464,178.1,42.8,70.8,59.2,Type_B,0
