Game_ID,Avg_Play_Minutes,Update_Count,Item_Count,Rating,Genre,Hit
RBX_00294,21.7,19,239,,Tycoon,0
RBX_00295,19.8,39,61,3.8,Tycoon,0
RBX_00296,16.3,38,105,2.8,RPG,1
RBX_00297,28.6,24,101,,Simulation,1
RBX_00298,40.2,24,284,4.3,Action,1
RBX_00299,28.7,50,284,3.5,Simulation,1
RBX_00300,46.1,9,277,3.2,Tycoon,1
RBX_00301,30.2,43,194,3.4,Action,0
RBX_00302,36.9,40,27,3.1,Tycoon,1
RBX_00303,48.4,42,181,2.6,RPG,1
RBX_00304,2.0,2,284,3.0,Action,0
RBX_00305,10.2,12,289,5.0,RPG,0
RBX_00306,13.5,0,161,3.2,RPG,0
RBX_00307,12.4,31,120,4.9,Simulation,1
RBX_00308,48.8,28,148,2.8,RPG,1
RBX_00309,25.3,27,79,3.4,Tycoon,1
RBX_00310,37.3,19,185,3.7,Simulation,1
RBX_00311,27.7,48,191,4.5,Simulation,1
RBX_00312,25.6,16,32,2.9,Tycoon,0
RBX_00313,2.0,16,110,3.3,Tycoon,0
RBX_00314,11.9,35,60,4.2,Tycoon,0
RBX_00315,13.3,7,251,3.1,RPG,1
RBX_00316,2.0,44,117,3.0,Simulation,0
RBX_00317,54.7,42,20,3.4,RPG,1
RBX_00318,18.8,39,56,3.4,Simulation,0
RBX_00319,10.9,9,77,3.8,Tycoon,0
RBX_00320,30.1,25,200,2.6,Tycoon,1
RBX_00321,25.6,13,242,3.0,RPG,0
RBX_00322,13.7,14,232,5.0,Action,0
RBX_00323,19.2,31,244,3.5,Tycoon,1
RBX_00324,38.3,48,267,5.0,Tycoon,1
RBX_00325,32.1,23,272,4.4,Simulation,1
RBX_00326,26.4,1,66,2.2,Simulation,0
RBX_00327,29.0,1,281,4.0,Simulation,0
RBX_00328,27.0,7,233,3.6,RPG,0
RBX_00329,2.0,45,133,3.4,RPG,1
RBX_00330,36.4,34,161,2.8,Tycoon,1
RBX_00331,18.2,40,61,,RPG,1
RBX_00332,27.8,50,20,3.0,Tycoon,1
RBX_00333,20.5,30,183,3.7,Action,0
RBX_00334,29.3,28,149,3.9,Action,1
RBX_00335,5.8,39,38,4.0,Action,0
RBX_00336,35.7,28,112,4.0,Tycoon,1
RBX_00337,34.0,27,204,3.4,Action,1
RBX_00338,7.3,5,15,4.2,Tycoon,0
RBX_00339,29.7,36,203,3.7,Action,1
RBX_00340,20.2,41,180,4.1,Simulation,1
RBX_00341,23.4,4,168,3.1,RPG,0
RBX_00342,12.4,32,62,4.3,RPG,1
RBX_00343,24.4,39,247,4.9,RPG,1
RBX_00344,12.4,0,220,2.9,Simulation,0
RBX_00345,22.3,37,25,3.8,RPG,1
RBX_00346,26.2,26,242,3.2,Tycoon,1
RBX_00347,28.9,41,211,4.6,Action,1
RBX_00348,21.8,17,43,2.1,Simulation,1
RBX_00349,12.1,49,88,,RPG,1
RBX_00350,18.7,9,62,2.7,Tycoon,0
RBX_00351,21.0,50,57,4.4,Simulation,1
RBX_00352,2.0,16,170,4.1,Action,0
RBX_00353,49.4,40,192,4.8,RPG,1
RBX_00354,29.4,28,28,4.0,Action,1
RBX_00355,33.5,3,166,3.4,Action,1
RBX_00356,48.0,32,168,2.5,Simulation,1
RBX_00357,11.6,25,98,3.2,RPG,0
RBX_00358,35.0,2,45,3.9,Simulation,1
RBX_00359,45.8,17,143,2.7,Tycoon,1
RBX_00360,44.4,47,226,3.7,Action,1
RBX_00361,20.3,33,236,2.8,Simulation,1
RBX_00362,32.3,28,158,3.1,RPG,1
RBX_00363,12.3,20,150,2.8,Action,0
RBX_00364,16.6,15,259,3.7,Simulation,0
RBX_00365,15.5,19,221,5.0,Simulation,0
RBX_00366,25.2,17,132,3.6,Simulation,1
RBX_00367,27.8,23,206,3.8,Tycoon,1
RBX_00368,36.3,21,152,3.5,Tycoon,1
RBX_00369,37.3,27,264,4.3,RPG,1
RBX_00370,27.0,23,187,3.2,Action,1
RBX_00371,43.2,46,53,2.7,RPG,1
RBX_00372,20.0,24,55,4.3,Action,0
RBX_00373,23.3,2,90,2.6,RPG,0
RBX_00374,6.5,11,197,3.5,Tycoon,0
RBX_00375,21.8,36,190,2.5,Tycoon,0
RBX_00376,44.2,23,193,4.7,Tycoon,1
RBX_00377,14.8,17,300,2.5,Action,1
RBX_00378,29.1,48,5,3.2,RPG,1
RBX_00379,33.5,41,36,2.3,Tycoon,1
RBX_00380,18.6,27,98,4.8,RPG,1
RBX_00381,20.2,2,217,4.5,Tycoon,1
RBX_00382,14.5,12,218,5.0,RPG,1
RBX_00383,30.9,41,184,1.9,Action,0
RBX_00384,32.5,36,155,3.2,Tycoon,1
RBX_00385,38.1,27,133,4.0,Tycoon,1
RBX_00386,19.9,45,180,3.7,Tycoon,1
RBX_00387,18.9,18,51,4.1,RPG,0
RBX_00388,11.0,24,114,5.0,RPG,1
RBX_00389,36.4,25,98,4.2,RPG,1
RBX_00390,39.2,0,64,,Tycoon,1
RBX_00391,24.4,25,88,3.1,RPG,0
RBX_00392,35.7,43,283,4.3,Action,1
RBX_00393,32.5,0,206,2.4,RPG,0
RBX_00394,36.6,40,179,2.9,Simulation,1
RBX_00395,33.7,44,284,3.3,Action,1
RBX_00396,12.1,41,95,4.4,RPG,1
RBX_00397,14.4,20,113,3.1,RPG,0
RBX_00398,37.6,24,161,3.2,RPG,1
RBX_00399,21.8,41,66,3.5,Tycoon,0
RBX_00400,10.0,17,224,3.4,Tycoon,0
RBX_00401,18.6,37,262,2.9,RPG,1
RBX_00402,48.6,43,224,2.5,Tycoon,1
RBX_00403,15.5,36,29,3.1,RPG,1
RBX_00404,23.1,0,43,4.3,Tycoon,1
RBX_00405,24.3,8,238,4.4,Action,0
RBX_00406,36.0,33,48,2.0,Simulation,1
RBX_00407,24.4,48,138,2.4,Tycoon,1
RBX_00408,11.0,35,172,3.7,Action,1
RBX_00409,30.0,5,38,4.2,Action,1
RBX_00410,32.0,19,275,3.7,Simulation,1
RBX_00411,13.3,30,183,2.5,Simulation,0
RBX_00412,16.4,16,66,3.6,RPG,1
RBX_00413,11.7,0,283,3.2,Action,0
RBX_00414,21.7,3,286,2.5,RPG,0
RBX_00415,5.0,3,219,2.2,Action,0
RBX_00416,24.7,33,65,4.6,Action,1
RBX_00417,27.3,9,264,4.8,RPG,1
RBX_00418,47.7,3,262,4.6,Tycoon,1
RBX_00419,28.3,34,53,2.8,Simulation,1
RBX_00420,24.9,38,127,3.4,RPG,1
RBX_00421,21.1,30,149,3.0,Simulation,1
RBX_00422,28.5,22,299,3.6,Tycoon,1
RBX_00423,22.2,27,38,3.4,Tycoon,0
RBX_00424,41.8,8,188,4.6,Tycoon,1
RBX_00425,44.0,27,10,3.0,Action,1
RBX_00426,31.0,8,264,3.0,Action,1
RBX_00427,21.1,13,107,4.9,Action,1
RBX_00428,55.1,32,146,3.1,Action,1
RBX_00429,33.3,0,143,3.0,Simulation,1
RBX_00430,7.9,47,144,4.0,Action,0
RBX_00431,11.9,42,132,3.7,Tycoon,1
RBX_00432,44.4,23,186,3.7,Tycoon,0
RBX_00433,37.8,18,53,4.0,RPG,1
RBX_00434,8.8,0,268,3.3,Action,0
RBX_00435,23.3,43,41,3.2,Simulation,1
RBX_00436,16.4,21,247,3.7,Tycoon,1
RBX_00437,31.0,39,46,3.3,Action,1
RBX_00438,19.9,10,287,4.1,Action,0
RBX_00439,15.9,31,224,4.1,Tycoon,1
RBX_00440,56.6,44,31,4.1,RPG,1
RBX_00441,45.5,23,202,4.3,Action,1
RBX_00442,2.0,15,223,3.0,Simulation,0
RBX_00443,29.3,38,112,3.9,RPG,1
RBX_00444,27.3,27,123,3.7,Tycoon,1
RBX_00445,33.2,1,289,4.3,Simulation,1
RBX_00446,28.3,29,20,2.0,Action,0
RBX_00447,26.0,15,103,3.8,Action,0
RBX_00448,31.8,10,93,2.8,Tycoon,1
RBX_00449,10.2,0,100,3.6,Tycoon,0
RBX_00450,6.8,37,259,3.5,Action,1
RBX_00451,2.0,46,18,2.5,Action,0
RBX_00452,5.4,2,115,3.3,Tycoon,0
RBX_00453,7.8,6,292,3.1,RPG,0
RBX_00454,14.8,47,249,4.3,Action,1
RBX_00455,36.6,17,9,4.6,Action,1
RBX_00456,19.7,2,79,4.4,Tycoon,0
RBX_00457,19.0,40,233,3.7,Action,1
RBX_00458,23.7,38,36,2.9,Action,1
RBX_00459,30.9,49,276,3.2,Tycoon,1
RBX_00460,51.9,42,112,3.2,Action,1
RBX_00461,37.6,2,51,4.6,Tycoon,0
RBX_00462,38.4,9,234,4.1,RPG,1
RBX_00463,2.5,11,188,3.1,Action,0
RBX_00464,24.4,44,113,3.1,RPG,0
RBX_00465,22.3,7,224,3.2,Tycoon,1
RBX_00466,33.2,39,226,2.4,Action,1
RBX_00467,41.1,36,204,4.1,Tycoon,1
RBX_00468,14.0,21,167,1.9,Action,0
RBX_00469,13.1,34,64,4.9,Tycoon,1
RBX_00470,3.1,12,163,4.2,RPG,0
RBX_00471,13.1,7,78,2.4,Simulation,0
RBX_00472,30.7,42,25,4.4,Action,1
RBX_00473,23.4,33,187,3.5,Action,1
RBX_00474,28.7,39,5,3.4,Simulation,1
RBX_00475,17.3,43,20,3.2,RPG,0
RBX_00476,32.0,12,212,3.1,Simulation,1
RBX_00477,24.2,42,218,2.9,RPG,1
RBX_00478,30.7,19,198,3.5,Tycoon,0
RBX_00479,43.3,31,201,3.8,RPG,1
RBX_00480,25.4,13,235,3.5,Action,0
RBX_00481,13.8,21,229,4.2,Tycoon,0
RBX_00482,19.7,34,199,2.6,RPG,1
RBX_00483,40.3,26,113,4.0,RPG,1
RBX_00484,29.7,27,270,3.7,Tycoon,1
RBX_00485,30.5,15,172,4.0,Tycoon,1
RBX_00486,29.3,4,77,2.8,Action,0
RBX_00487,24.5,49,147,2.5,Action,1
RBX_00488,33.9,2,136,1.6,RPG,0
RBX_00489,41.6,41,25,2.8,Simulation,1
RBX_00490,12.2,39,229,5.0,RPG,0
RBX_00491,30.9,14,210,,Action,1
RBX_00492,23.6,17,277,3.6,Simulation,1
RBX_00493,16.0,41,151,2.9,Tycoon,0
RBX_00494,20.4,25,271,4.2,Action,1
RBX_00495,37.6,37,73,4.4,RPG,1
RBX_00496,34.0,50,107,4.2,Tycoon,1
RBX_00497,39.3,4,283,2.4,Action,1
RBX_00498,31.8,40,293,3.3,RPG,1
RBX_00499,29.2,49,40,3.3,Action,0
RBX_00500,41.4,8,280,3.5,Simulation,0
RBX_00501,22.1,46,109,4.4,Tycoon,1
RBX_00502,31.1,27,91,3.2,RPG,0
RBX_00503,34.6,21,216,,RPG,0
RBX_00504,3.1,16,42,5.0,RPG,0
RBX_00505,29.0,33,220,5.0,RPG,1
RBX_00506,8.8,28,249,1.8,Tycoon,0
RBX_00507,21.7,12,8,2.6,Action,0
RBX_00508,9.9,39,175,3.3,RPG,0
RBX_00509,29.3,23,262,3.8,RPG,1
RBX_00510,55.1,2,218,3.9,Action,1
RBX_00511,9.0,30,134,3.3,Simulation,0
RBX_00512,41.0,24,51,3.7,Action,1
RBX_00513,12.5,4,277,3.8,RPG,0
RBX_00514,18.8,36,60,4.2,RPG,1
RBX_00515,21.9,18,98,4.5,Tycoon,1
RBX_00516,19.7,38,100,3.0,Tycoon,0
RBX_00517,22.9,13,252,3.1,RPG,1
RBX_00518,19.8,13,221,3.6,Action,1
RBX_00519,32.4,42,291,3.2,Action,1
RBX_00520,35.8,6,281,1.3,RPG,1
RBX_00521,21.3,9,168,3.4,Action,0
RBX_00522,14.3,3,94,3.7,Tycoon,0
RBX_00523,21.6,21,78,2.7,Action,0
RBX_00524,25.0,40,186,2.1,Action,0
RBX_00525,28.4,12,254,3.4,Action,0
RBX_00526,2.0,9,186,4.6,Tycoon,0
RBX_00527,12.9,3,7,4.3,Action,0
RBX_00528,34.9,7,280,3.2,RPG,1
RBX_00529,26.8,18,16,3.1,RPG,0
RBX_00530,17.2,16,92,2.5,RPG,0
RBX_00531,43.1,0,263,3.7,Tycoon,1
RBX_00532,31.2,16,95,5.0,Simulation,0
RBX_00533,24.8,32,100,4.4,Simulation,1
RBX_00534,29.9,32,230,2.9,Tycoon,0
RBX_00535,19.5,48,57,3.2,Action,1
RBX_00536,18.5,49,67,3.2,Simulation,1
RBX_00537,34.5,9,173,3.0,RPG,0
RBX_00538,30.3,1,52,2.5,Tycoon,0
RBX_00539,14.3,40,14,2.8,RPG,1
RBX_00540,24.1,7,209,4.5,Simulation,0
RBX_00541,17.3,35,233,3.6,Tycoon,1
RBX_00542,44.8,39,278,4.8,Tycoon,1
RBX_00543,28.1,34,156,2.0,Action,0
RBX_00544,6.6,23,54,4.6,Tycoon,1
RBX_00545,32.1,19,193,4.6,RPG,1
RBX_00546,28.5,0,245,3.8,Tycoon,1
