Booking_ID,Lead_Time,Room_Price,Special_Requests,Deposit_Type,Customer_Type,Is_Canceled
BKG_00128,284,134959.0,0,Non_Refund,Corporate,0
BKG_00129,66,68634.0,3,No_Deposit,Group,0
BKG_00130,170,159350.0,2,No_Deposit,Transient,1
BKG_00131,45,147786.0,1,No_Deposit,Group,0
BKG_00132,62,113552.0,2,Refundable,Transient,0
BKG_00133,134,140549.0,0,No_Deposit,Group,1
BKG_00134,284,159015.0,2,Non_Refund,Transient,0
BKG_00135,28,109257.0,0,No_Deposit,Transient,0
BKG_00136,108,76187.0,1,No_Deposit,Group,0
BKG_00137,44,240279.0,1,No_Deposit,Group,0
BKG_00138,286,118336.0,0,Non_Refund,Transient,0
BKG_00139,128,145162.0,0,No_Deposit,Transient,1
BKG_00140,231,200542.0,0,No_Deposit,Transient,1
BKG_00141,190,326453.0,3,Non_Refund,Transient,0
BKG_00142,225,87776.0,0,No_Deposit,Transient,0
BKG_00143,283,172491.0,1,No_Deposit,Transient,0
BKG_00144,121,114622.0,1,No_Deposit,Transient,0
BKG_00145,116,123060.0,0,No_Deposit,Transient,1
BKG_00146,233,113989.0,0,No_Deposit,Transient,0
BKG_00147,259,93717.0,1,Non_Refund,Group,0
BKG_00148,198,147935.0,0,No_Deposit,Transient,0
BKG_00149,137,76275.0,1,No_Deposit,Corporate,0
BKG_00150,165,197340.0,0,Non_Refund,Group,0
BKG_00151,225,152750.0,0,No_Deposit,Transient,1
BKG_00152,234,171122.0,1,Refundable,Transient,0
BKG_00153,172,126691.0,0,No_Deposit,Transient,1
BKG_00154,152,131640.0,2,No_Deposit,Transient,0
BKG_00155,160,164378.0,2,No_Deposit,Transient,0
BKG_00156,96,91797.0,0,No_Deposit,Transient,0
BKG_00157,233,132100.0,0,No_Deposit,Group,0
BKG_00158,180,107019.0,0,No_Deposit,Transient,1
BKG_00159,113,105472.0,0,No_Deposit,Corporate,0
BKG_00160,52,50000.0,1,No_Deposit,Transient,0
BKG_00161,268,216966.0,2,No_Deposit,Transient,0
BKG_00162,295,115673.0,0,No_Deposit,Transient,0
BKG_00163,113,208169.0,0,No_Deposit,Transient,1
BKG_00164,101,203440.0,0,No_Deposit,Group,0
BKG_00165,113,85700.0,0,No_Deposit,Transient,0
BKG_00166,81,95579.0,1,Non_Refund,Transient,0
BKG_00167,187,278025.0,1,No_Deposit,Transient,0
BKG_00168,113,237546.0,0,No_Deposit,Transient,0
BKG_00169,2,148424.0,0,No_Deposit,Corporate,0
BKG_00170,130,162869.0,2,No_Deposit,Corporate,0
BKG_00171,220,118458.0,0,Non_Refund,Group,0
BKG_00172,54,171618.0,2,No_Deposit,Transient,0
BKG_00173,224,114141.0,0,No_Deposit,Transient,1
BKG_00174,225,50000.0,2,No_Deposit,Transient,0
BKG_00175,126,83922.0,1,Refundable,Corporate,1
BKG_00176,130,151055.0,0,Non_Refund,Transient,0
BKG_00177,53,93447.0,2,No_Deposit,Group,0
BKG_00178,172,146636.0,1,No_Deposit,Group,1
BKG_00179,218,96267.0,0,Non_Refund,Group,0
BKG_00180,160,110882.0,0,No_Deposit,Transient,0
BKG_00181,198,192658.0,1,No_Deposit,Transient,1
BKG_00182,247,162374.0,1,Non_Refund,Group,0
BKG_00183,203,149517.0,1,No_Deposit,Corporate,0
BKG_00184,184,193948.0,1,No_Deposit,Corporate,0
BKG_00185,123,174030.0,1,No_Deposit,Transient,0
BKG_00186,255,222328.0,1,Refundable,Group,0
BKG_00187,294,127007.0,1,No_Deposit,Transient,1
BKG_00188,280,128518.0,0,Non_Refund,Transient,0
BKG_00189,98,84945.0,2,No_Deposit,Group,0
BKG_00190,198,128551.0,0,Refundable,Transient,0
BKG_00191,240,198238.0,0,Refundable,Corporate,0
BKG_00192,144,214999.0,1,No_Deposit,Transient,1
BKG_00193,97,198015.0,0,No_Deposit,Transient,0
BKG_00194,201,60290.0,0,No_Deposit,Transient,0
BKG_00195,124,204157.0,0,No_Deposit,Transient,1
BKG_00196,187,58074.0,1,No_Deposit,Transient,1
BKG_00197,259,194906.0,3,Non_Refund,Transient,0
BKG_00198,148,131611.0,1,No_Deposit,Group,0
BKG_00199,252,185127.0,1,No_Deposit,Transient,0
BKG_00200,147,83378.0,0,No_Deposit,Group,1
BKG_00201,148,208558.0,0,No_Deposit,Transient,1
BKG_00202,199,76751.0,0,No_Deposit,Corporate,1
BKG_00203,128,116577.0,0,Refundable,Transient,1
BKG_00204,39,100095.0,0,No_Deposit,Transient,0
BKG_00205,129,62286.0,0,Refundable,Corporate,1
BKG_00206,267,154726.0,0,Non_Refund,Transient,0
BKG_00207,151,240304.0,1,Non_Refund,Group,0
BKG_00208,298,283345.0,2,No_Deposit,Transient,1
BKG_00209,99,154858.0,2,No_Deposit,Group,0
BKG_00210,263,205834.0,1,No_Deposit,Transient,0
BKG_00211,252,161605.0,0,No_Deposit,Transient,1
BKG_00212,144,174944.0,1,Refundable,Transient,0
BKG_00213,112,132893.0,0,No_Deposit,Transient,1
BKG_00214,60,159754.0,1,No_Deposit,Transient,0
BKG_00215,2,176874.0,1,No_Deposit,Transient,0
BKG_00216,254,121077.0,1,No_Deposit,Transient,0
BKG_00217,140,146125.0,3,No_Deposit,Corporate,0
BKG_00218,37,147078.0,1,No_Deposit,Group,0
BKG_00219,160,191320.0,1,Non_Refund,Transient,0
BKG_00220,9,96698.0,0,No_Deposit,Transient,0
BKG_00221,233,147423.0,2,No_Deposit,Transient,0
BKG_00222,99,245600.0,0,No_Deposit,Group,1
BKG_00223,147,208203.0,2,No_Deposit,Transient,0
BKG_00224,208,217459.0,0,No_Deposit,Corporate,1
BKG_00225,131,151222.0,0,Refundable,Transient,0
BKG_00226,152,166050.0,2,No_Deposit,Transient,0
BKG_00227,54,200112.0,0,No_Deposit,Transient,0
BKG_00228,120,228013.0,2,Refundable,Transient,0
BKG_00229,161,52420.0,0,Non_Refund,Transient,0
BKG_00230,116,84228.0,2,No_Deposit,Corporate,0
BKG_00231,75,215472.0,1,No_Deposit,Transient,0
BKG_00232,113,136156.0,1,Non_Refund,Transient,0
BKG_00233,104,116414.0,0,No_Deposit,Corporate,0
BKG_00234,254,87292.0,0,No_Deposit,Transient,1
BKG_00235,227,122249.0,2,No_Deposit,Transient,1
BKG_00236,112,79882.0,0,No_Deposit,Corporate,1
BKG_00237,99,254555.0,0,No_Deposit,Corporate,0
BKG_00238,153,148878.0,1,No_Deposit,Transient,0
BKG_00239,194,147102.0,0,No_Deposit,Corporate,1
BKG_00240,163,,0,Non_Refund,Transient,0
BKG_00241,208,198117.0,0,No_Deposit,Transient,0
BKG_00242,169,197294.0,0,No_Deposit,Transient,1
BKG_00243,161,203681.0,2,No_Deposit,Transient,1
BKG_00244,68,118458.0,0,Non_Refund,Group,0
BKG_00245,289,135107.0,3,No_Deposit,Corporate,0
BKG_00246,277,188452.0,0,Non_Refund,Transient,0
BKG_00247,135,123631.0,0,No_Deposit,Transient,1
BKG_00248,195,149745.0,1,No_Deposit,Group,1
BKG_00249,128,169938.0,0,Non_Refund,Group,0
BKG_00250,33,189259.0,1,Non_Refund,Transient,0
BKG_00251,176,61116.0,2,No_Deposit,Transient,0
BKG_00252,22,185737.0,0,No_Deposit,Corporate,1
BKG_00253,238,138314.0,1,No_Deposit,Corporate,0
BKG_00254,158,185373.0,0,No_Deposit,Transient,1
BKG_00255,38,188847.0,0,No_Deposit,Corporate,1
BKG_00256,230,230396.0,0,No_Deposit,Transient,0
BKG_00257,51,217673.0,2,Refundable,Transient,0
BKG_00258,264,217329.0,0,Non_Refund,Transient,0
BKG_00259,283,222184.0,2,No_Deposit,Transient,1
BKG_00260,27,164569.0,1,No_Deposit,Group,0
BKG_00261,226,151609.0,0,Non_Refund,Transient,0
BKG_00262,277,193641.0,0,No_Deposit,Transient,0
BKG_00263,286,186604.0,2,No_Deposit,Group,0
BKG_00264,97,134547.0,1,No_Deposit,Transient,0
BKG_00265,284,170241.0,0,No_Deposit,Corporate,0
BKG_00266,147,148245.0,2,No_Deposit,Corporate,1
BKG_00267,4,107303.0,0,Refundable,Transient,0
BKG_00268,35,214523.0,2,No_Deposit,Transient,0
BKG_00269,192,152760.0,2,No_Deposit,Group,0
BKG_00270,49,252435.0,1,No_Deposit,Transient,0
BKG_00271,17,68725.0,2,Non_Refund,Transient,0
BKG_00272,172,122161.0,1,Non_Refund,Group,0
BKG_00273,220,151632.0,1,No_Deposit,Transient,1
BKG_00274,158,206869.0,1,Non_Refund,Transient,0
BKG_00275,46,169973.0,0,No_Deposit,Corporate,1
BKG_00276,6,165524.0,1,No_Deposit,Corporate,0
BKG_00277,99,93637.0,0,No_Deposit,Transient,0
BKG_00278,233,92153.0,0,No_Deposit,Transient,1
BKG_00279,37,166125.0,0,No_Deposit,Transient,0
BKG_00280,280,81795.0,0,No_Deposit,Corporate,1
BKG_00281,181,123406.0,0,No_Deposit,Group,0
BKG_00282,95,175046.0,2,No_Deposit,Transient,0
BKG_00283,99,100884.0,0,No_Deposit,Corporate,0
BKG_00284,188,230268.0,1,No_Deposit,Transient,0
BKG_00285,116,211197.0,0,No_Deposit,Group,0
BKG_00286,191,71429.0,0,No_Deposit,Transient,1
BKG_00287,253,103381.0,0,Non_Refund,Corporate,0
BKG_00288,161,50000.0,0,Refundable,Group,1
BKG_00289,256,110870.0,1,No_Deposit,Group,0
BKG_00290,128,188319.0,1,No_Deposit,Corporate,1
BKG_00291,18,129305.0,0,No_Deposit,Corporate,0
BKG_00292,281,173040.0,0,Refundable,Group,0
BKG_00293,223,73883.0,2,No_Deposit,Group,1
BKG_00294,54,189899.0,0,Non_Refund,Corporate,0
BKG_00295,58,122245.0,0,No_Deposit,Corporate,0
BKG_00296,174,150608.0,1,Refundable,Transient,0
BKG_00297,280,145356.0,0,No_Deposit,Transient,1
BKG_00298,114,86423.0,3,Refundable,Transient,0
BKG_00299,288,92346.0,1,No_Deposit,Transient,0
BKG_00300,151,198390.0,0,Refundable,Corporate,0
BKG_00301,127,169950.0,0,No_Deposit,Transient,0
BKG_00302,155,202502.0,1,No_Deposit,Transient,1
BKG_00303,273,166233.0,0,Non_Refund,Transient,0
BKG_00304,104,,2,Non_Refund,Transient,0
BKG_00305,299,63699.0,1,No_Deposit,Transient,1
BKG_00306,246,136482.0,0,No_Deposit,Group,1
BKG_00307,176,148631.0,1,Non_Refund,Corporate,0
BKG_00308,39,247655.0,0,Refundable,Transient,1
BKG_00309,170,184348.0,0,No_Deposit,Transient,0
BKG_00310,247,226803.0,1,No_Deposit,Corporate,0
BKG_00311,26,179877.0,1,Non_Refund,Corporate,0
BKG_00312,13,114435.0,1,No_Deposit,Transient,0
BKG_00313,36,155856.0,0,Non_Refund,Transient,0
BKG_00314,173,161811.0,1,Non_Refund,Transient,0
BKG_00315,20,103042.0,0,Non_Refund,Transient,0
BKG_00316,264,130781.0,1,Non_Refund,Transient,0
BKG_00317,142,139712.0,1,Refundable,Corporate,0
BKG_00318,143,230281.0,1,Non_Refund,Group,0
BKG_00319,92,50000.0,2,Non_Refund,Transient,0
BKG_00320,288,210291.0,2,No_Deposit,Corporate,0
BKG_00321,215,103160.0,3,No_Deposit,Group,0
BKG_00322,51,81396.0,3,No_Deposit,Corporate,0
BKG_00323,153,208997.0,1,Non_Refund,Corporate,0
BKG_00324,186,186595.0,3,No_Deposit,Group,0
BKG_00325,63,212726.0,2,No_Deposit,Transient,0
BKG_00326,190,190035.0,1,No_Deposit,Transient,1
BKG_00327,125,252992.0,0,Non_Refund,Group,0
BKG_00328,150,177936.0,0,Non_Refund,Transient,0
BKG_00329,58,142176.0,2,Refundable,Corporate,0
BKG_00330,180,167146.0,0,No_Deposit,Group,1
BKG_00331,170,212173.0,2,No_Deposit,Transient,0
BKG_00332,271,111031.0,0,No_Deposit,Transient,0
BKG_00333,54,117406.0,0,No_Deposit,Transient,0
BKG_00334,101,134552.0,1,No_Deposit,Transient,1
BKG_00335,264,50000.0,2,No_Deposit,Transient,0
BKG_00336,53,156904.0,0,No_Deposit,Transient,0
BKG_00337,60,55694.0,2,No_Deposit,Transient,0
BKG_00338,108,152653.0,1,No_Deposit,Transient,0
BKG_00339,5,193264.0,0,No_Deposit,Transient,0
BKG_00340,103,126156.0,0,No_Deposit,Corporate,0
BKG_00341,196,233856.0,0,No_Deposit,Group,1
BKG_00342,262,76975.0,0,No_Deposit,Transient,0
BKG_00343,47,209563.0,0,No_Deposit,Transient,0
BKG_00344,144,183757.0,0,No_Deposit,Group,1
BKG_00345,269,64198.0,0,Refundable,Transient,1
BKG_00346,124,285540.0,2,No_Deposit,Transient,1
BKG_00347,106,146813.0,1,No_Deposit,Transient,0
BKG_00348,158,106126.0,1,Refundable,Transient,0
BKG_00349,147,79646.0,0,No_Deposit,Transient,0
BKG_00350,145,138999.0,2,No_Deposit,Transient,1
BKG_00351,120,143630.0,2,No_Deposit,Transient,0
BKG_00352,275,155132.0,1,No_Deposit,Transient,0
BKG_00353,92,135110.0,2,No_Deposit,Transient,0
BKG_00354,58,181661.0,2,No_Deposit,Corporate,0
BKG_00355,229,130619.0,1,Non_Refund,Transient,0
BKG_00356,117,53252.0,1,No_Deposit,Transient,0
BKG_00357,279,142532.0,0,Refundable,Group,1
BKG_00358,127,50000.0,0,Refundable,Transient,0
BKG_00359,129,167689.0,0,Refundable,Transient,0
BKG_00360,58,101035.0,0,Non_Refund,Transient,0
BKG_00361,122,158168.0,0,No_Deposit,Corporate,1
BKG_00362,1,215704.0,2,Non_Refund,Corporate,0
BKG_00363,239,102563.0,0,No_Deposit,Transient,0
BKG_00364,290,203063.0,3,Non_Refund,Transient,0
BKG_00365,96,128331.0,1,No_Deposit,Transient,0
BKG_00366,126,237660.0,0,No_Deposit,Corporate,0
BKG_00367,118,131742.0,0,Refundable,Group,0
BKG_00368,48,107975.0,0,No_Deposit,Transient,0
BKG_00369,89,184362.0,3,No_Deposit,Transient,0
BKG_00370,237,128211.0,2,No_Deposit,Transient,1
BKG_00371,272,107928.0,0,Non_Refund,Transient,0
BKG_00372,189,126108.0,2,No_Deposit,Corporate,0
BKG_00373,192,147770.0,1,No_Deposit,Transient,1
BKG_00374,69,217109.0,0,Non_Refund,Transient,0
BKG_00375,278,53296.0,1,No_Deposit,Corporate,0
BKG_00376,247,151154.0,1,No_Deposit,Transient,0
BKG_00377,76,181245.0,0,Non_Refund,Corporate,0
BKG_00378,154,159672.0,1,No_Deposit,Transient,0
BKG_00379,144,215493.0,0,No_Deposit,Transient,0
BKG_00380,86,146283.0,0,No_Deposit,Group,0
BKG_00381,185,140772.0,0,No_Deposit,Corporate,1
BKG_00382,285,179616.0,3,No_Deposit,Transient,0
BKG_00383,220,154966.0,1,No_Deposit,Group,0
BKG_00384,69,130480.0,0,No_Deposit,Corporate,0
BKG_00385,47,175807.0,0,No_Deposit,Corporate,0
BKG_00386,94,117374.0,0,No_Deposit,Corporate,0
BKG_00387,238,119441.0,1,Non_Refund,Transient,0
BKG_00388,204,123600.0,0,Non_Refund,Transient,0
BKG_00389,218,217653.0,2,No_Deposit,Corporate,1
BKG_00390,39,50000.0,2,No_Deposit,Transient,0
BKG_00391,100,169780.0,1,Refundable,Group,0
BKG_00392,289,151714.0,0,No_Deposit,Transient,0
BKG_00393,254,65956.0,0,Refundable,Corporate,1
BKG_00394,222,165486.0,0,No_Deposit,Transient,1
BKG_00395,23,173788.0,1,Non_Refund,Transient,0
BKG_00396,250,179482.0,1,No_Deposit,Corporate,0
BKG_00397,10,50000.0,1,No_Deposit,Corporate,0
BKG_00398,246,218319.0,0,Refundable,Transient,1
BKG_00399,100,113113.0,2,Refundable,Transient,0
BKG_00400,290,184328.0,0,No_Deposit,Group,1
BKG_00401,180,187054.0,0,Refundable,Group,0
BKG_00402,223,106165.0,1,No_Deposit,Transient,0
BKG_00403,250,183023.0,0,No_Deposit,Transient,0
BKG_00404,147,130725.0,1,No_Deposit,Transient,0
BKG_00405,96,50000.0,2,No_Deposit,Group,0
BKG_00406,257,208387.0,1,Non_Refund,Transient,0
BKG_00407,4,111248.0,0,No_Deposit,Transient,1
BKG_00408,16,107275.0,0,No_Deposit,Transient,1
BKG_00409,280,129847.0,0,No_Deposit,Corporate,1
BKG_00410,247,163612.0,0,No_Deposit,Group,1
BKG_00411,258,147136.0,3,No_Deposit,Transient,1
BKG_00412,160,177403.0,1,No_Deposit,Transient,0
BKG_00413,152,83026.0,0,Non_Refund,Transient,0
BKG_00414,178,112881.0,2,No_Deposit,Transient,1
BKG_00415,163,144200.0,1,No_Deposit,Transient,0
BKG_00416,33,244894.0,0,No_Deposit,Group,0
BKG_00417,179,144309.0,0,No_Deposit,Group,1
BKG_00418,101,204261.0,0,No_Deposit,Group,0
BKG_00419,268,151928.0,3,No_Deposit,Transient,1
BKG_00420,65,125817.0,1,No_Deposit,Transient,0
BKG_00421,168,137664.0,2,Non_Refund,Corporate,0
BKG_00422,43,141579.0,0,No_Deposit,Transient,0
BKG_00423,44,180182.0,2,Non_Refund,Transient,0
BKG_00424,285,218731.0,0,No_Deposit,Transient,0
BKG_00425,12,167984.0,3,No_Deposit,Group,0
BKG_00426,95,209354.0,2,No_Deposit,Corporate,0
BKG_00427,253,101761.0,0,No_Deposit,Transient,1
BKG_00428,242,129268.0,1,No_Deposit,Transient,0
BKG_00429,35,113785.0,1,Refundable,Group,0
BKG_00430,215,165722.0,2,No_Deposit,Group,1
BKG_00431,90,132052.0,0,No_Deposit,Corporate,0
BKG_00432,264,186489.0,0,No_Deposit,Transient,1
BKG_00433,93,103450.0,2,No_Deposit,Transient,0
BKG_00434,90,152152.0,1,No_Deposit,Corporate,0
BKG_00435,115,184343.0,0,Non_Refund,Group,1
BKG_00436,105,50000.0,2,No_Deposit,Transient,1
BKG_00437,196,256082.0,0,Non_Refund,Transient,0
BKG_00438,114,135842.0,1,No_Deposit,Transient,0
BKG_00439,75,50000.0,0,No_Deposit,Transient,0
BKG_00440,217,157905.0,0,No_Deposit,Transient,0
BKG_00441,277,151672.0,0,No_Deposit,Group,1
BKG_00442,249,145905.0,0,No_Deposit,Transient,1
BKG_00443,164,199560.0,1,No_Deposit,Transient,0
BKG_00444,192,187372.0,1,No_Deposit,Transient,0
BKG_00445,227,164894.0,0,Non_Refund,Group,0
BKG_00446,177,172508.0,0,No_Deposit,Corporate,0
BKG_00447,99,144782.0,1,Non_Refund,Transient,0
BKG_00448,36,238775.0,0,No_Deposit,Transient,0
BKG_00449,96,76040.0,1,Non_Refund,Transient,0
BKG_00450,152,156983.0,1,No_Deposit,Transient,0
BKG_00451,151,153251.0,2,No_Deposit,Transient,0
BKG_00452,190,190664.0,1,Refundable,Corporate,0
BKG_00453,224,107807.0,0,No_Deposit,Transient,0
BKG_00454,37,62816.0,2,No_Deposit,Group,0
BKG_00455,268,157841.0,3,No_Deposit,Transient,0
BKG_00456,183,164062.0,0,No_Deposit,Transient,1
BKG_00457,13,224480.0,3,Refundable,Transient,0
BKG_00458,279,86482.0,1,Non_Refund,Transient,0
BKG_00459,217,207735.0,0,Non_Refund,Transient,0
BKG_00460,286,268371.0,0,Refundable,Corporate,0
BKG_00461,273,131112.0,1,No_Deposit,Transient,0
BKG_00462,62,85453.0,0,No_Deposit,Transient,0
BKG_00463,84,129651.0,0,Non_Refund,Group,0
BKG_00464,217,150700.0,0,No_Deposit,Group,0
BKG_00465,187,178189.0,0,No_Deposit,Corporate,1
BKG_00466,19,120430.0,0,No_Deposit,Group,1
BKG_00467,177,227760.0,1,Refundable,Transient,0
BKG_00468,100,94273.0,0,No_Deposit,Transient,0
BKG_00469,233,63040.0,3,Non_Refund,Transient,0
BKG_00470,76,205336.0,0,No_Deposit,Group,0
BKG_00471,265,50000.0,0,No_Deposit,Transient,0
BKG_00472,284,139794.0,0,Non_Refund,Transient,0
BKG_00473,206,305884.0,0,Refundable,Transient,1
BKG_00474,223,149398.0,0,No_Deposit,Transient,0
BKG_00475,52,93962.0,1,No_Deposit,Transient,0
BKG_00476,144,147130.0,1,No_Deposit,Transient,0
BKG_00477,69,147460.0,0,Non_Refund,Transient,0
BKG_00478,99,158032.0,0,No_Deposit,Transient,0
BKG_00479,25,183113.0,0,No_Deposit,Transient,0
BKG_00480,53,98044.0,2,Non_Refund,Transient,0
BKG_00481,151,234377.0,1,No_Deposit,Corporate,1
BKG_00482,144,162256.0,0,No_Deposit,Transient,1
