Product_ID,Temperature,Vibration,Operation_Time,Material_Type,Maintenance_Flag,Defect_Status
PROD_00096,64.4,116.8,7.1,Type_A,No,0
PROD_00097,63.9,107.6,25.2,Type_B,Yes,0
PROD_00098,60.1,90.0,41.2,Type_B,No,0
PROD_00099,56.5,85.4,15.3,Type_A,No,0
PROD_00100,38.8,135.1,20.4,Type_C,No,0
PROD_00101,53.7,105.0,38.6,Type_B,No,0
PROD_00102,54.9,47.4,4.3,Type_A,Yes,0
PROD_00103,48.0,83.2,41.3,Type_A,No,0
PROD_00104,57.6,78.5,14.9,Type_A,No,0
PROD_00105,66.1,86.3,0.1,Type_B,No,0
PROD_00106,88.3,114.1,11.2,Type_C,Yes,0
PROD_00107,62.6,97.3,4.3,Type_C,No,0
PROD_00108,63.9,98.1,4.4,Type_A,Yes,0
PROD_00109,58.9,132.8,33.3,Type_B,No,0
PROD_00110,31.2,82.6,10.3,Type_B,No,0
PROD_00111,59.6,146.6,44.9,Type_C,Yes,1
PROD_00112,60.9,83.2,24.8,Type_C,Yes,0
PROD_00113,96.9,102.2,22.1,Type_B,No,0
PROD_00114,57.1,93.0,20.8,Type_C,No,0
PROD_00115,64.5,103.1,33.2,Type_A,Yes,0
PROD_00116,59.5,111.1,21.7,Type_C,No,0
PROD_00117,42.5,110.8,6.2,Type_B,No,0
PROD_00118,77.1,81.2,42.2,Type_A,No,1
PROD_00119,71.3,71.9,20.6,Type_B,Yes,0
PROD_00120,71.9,162.6,3.6,Type_C,No,0
PROD_00121,46.4,87.9,25.4,Type_C,No,0
PROD_00122,81.0,117.5,31.1,Type_A,Yes,0
PROD_00123,39.0,59.8,13.2,Type_A,No,1
PROD_00124,68.8,93.0,38.4,Type_A,No,1
PROD_00125,92.9,96.8,32.1,Type_A,No,1
PROD_00126,45.1,111.8,31.2,Type_C,Yes,0
PROD_00127,51.5,31.9,20.2,Type_B,No,0
PROD_00128,61.5,104.2,46.2,Type_C,No,0
PROD_00129,52.4,71.3,13.2,Type_C,No,0
PROD_00130,36.7,108.1,27.7,Type_A,No,0
PROD_00131,61.0,74.1,14.8,Type_A,No,0
PROD_00132,44.1,78.6,35.8,Type_B,No,0
PROD_00133,67.1,93.2,2.3,Type_B,No,0
PROD_00134,46.2,73.7,2.2,Type_C,No,0
PROD_00135,83.2,88.1,38.9,Type_B,Yes,0
PROD_00136,48.3,70.2,20.8,Type_A,No,0
PROD_00137,55.2,54.2,16.4,Type_A,Yes,0
PROD_00138,72.2,125.4,29.2,Type_A,No,0
PROD_00139,41.5,67.6,33.7,Type_C,No,0
PROD_00140,63.4,95.5,9.7,Type_B,Yes,0
PROD_00141,79.6,118.8,8.9,Type_A,Yes,0
PROD_00142,35.9,84.6,46.0,Type_C,No,0
PROD_00143,62.8,79.4,28.3,Type_C,No,0
PROD_00144,63.9,105.7,18.7,Type_C,No,0
PROD_00145,71.7,127.9,38.5,Type_B,No,1
PROD_00146,41.4,70.8,25.2,Type_B,No,0
PROD_00147,40.2,96.2,11.6,Type_B,No,0
PROD_00148,67.8,56.7,9.9,Type_C,No,0
PROD_00149,64.5,90.2,19.0,Type_C,No,0
PROD_00150,63.8,100.9,41.3,Type_B,No,1
PROD_00151,65.2,78.6,2.9,Type_A,No,0
PROD_00152,49.8,88.6,10.5,Type_B,Yes,0
PROD_00153,63.5,64.8,42.9,Type_C,Yes,0
PROD_00154,64.4,101.9,5.8,Type_C,No,0
PROD_00155,49.3,126.4,30.2,Type_C,No,1
PROD_00156,88.0,72.6,10.2,Type_C,No,0
PROD_00157,67.1,84.4,29.1,Type_C,No,0
PROD_00158,42.1,112.6,18.4,Type_C,No,0
PROD_00159,69.8,130.3,4.9,Type_B,Yes,0
PROD_00160,45.4,62.7,28.0,Type_C,No,0
PROD_00161,71.8,95.8,32.8,Type_C,No,1
PROD_00162,77.4,107.1,32.7,Type_C,Yes,1
PROD_00163,47.7,97.4,30.6,Type_C,No,0
PROD_00164,74.5,38.1,24.0,Type_C,No,0
PROD_00165,66.2,112.5,24.9,Type_A,Yes,0
PROD_00166,72.3,138.0,30.5,Type_B,No,0
PROD_00167,88.5,102.9,33.1,Type_B,No,1
PROD_00168,56.3,74.2,31.4,Type_A,No,0
PROD_00169,48.7,87.2,28.2,Type_A,No,0
PROD_00170,46.7,144.2,7.5,Type_C,No,0
PROD_00171,47.8,122.7,10.1,Type_B,No,0
PROD_00172,58.8,116.0,12.5,Type_B,No,0
PROD_00173,65.1,108.9,44.1,Type_A,Yes,0
PROD_00174,64.2,83.5,36.5,Type_B,No,0
PROD_00175,72.4,95.0,26.5,Type_B,No,0
PROD_00176,60.2,98.1,12.1,Type_C,Yes,0
PROD_00177,81.8,113.7,5.3,Type_C,No,1
PROD_00178,56.0,137.7,43.1,Type_C,Yes,0
PROD_00179,100.8,128.0,42.8,Type_B,No,1
PROD_00180,69.4,64.5,5.3,Type_B,No,0
PROD_00181,47.1,105.6,38.3,Type_C,No,0
PROD_00182,43.9,118.4,21.4,Type_C,No,0
PROD_00183,67.2,115.5,15.6,Type_B,No,0
PROD_00184,56.6,84.3,35.5,Type_B,No,0
PROD_00185,70.7,172.9,29.5,Type_A,No,0
PROD_00186,67.1,68.1,37.4,Type_C,Yes,0
PROD_00187,58.9,72.9,3.6,Type_C,No,0
PROD_00188,47.3,105.8,15.3,Type_C,No,0
PROD_00189,37.3,152.9,15.3,Type_B,No,1
PROD_00190,53.3,79.1,15.8,Type_B,No,0
PROD_00191,72.8,93.4,24.1,Type_A,No,0
PROD_00192,63.2,126.9,13.6,Type_A,No,1
PROD_00193,41.3,99.6,21.3,Type_C,Yes,0
PROD_00194,62.6,91.6,17.7,Type_A,Yes,0
PROD_00195,65.8,114.1,35.3,Type_B,No,0
PROD_00196,46.7,106.8,29.0,Type_A,No,0
PROD_00197,62.3,125.8,31.4,Type_A,No,1
PROD_00198,60.9,132.3,10.1,Type_B,No,0
PROD_00199,42.9,107.7,15.6,Type_C,No,0
PROD_00200,65.4,107.3,1.0,Type_C,No,0
PROD_00201,68.4,105.4,5.2,Type_A,No,0
PROD_00202,76.2,112.2,12.7,Type_B,No,1
PROD_00203,75.8,101.4,3.1,Type_B,No,1
PROD_00204,39.3,100.0,28.9,Type_A,Yes,0
PROD_00205,45.9,129.9,47.9,Type_C,No,1
PROD_00206,67.7,137.9,4.8,Type_C,No,1
PROD_00207,67.7,62.3,39.4,Type_C,No,1
PROD_00208,67.7,100.3,5.7,Type_B,No,0
PROD_00209,117.8,82.8,32.2,Type_B,Yes,0
PROD_00210,68.6,92.2,30.9,Type_B,No,0
PROD_00211,77.0,110.1,43.3,Type_C,No,1
PROD_00212,74.3,116.7,5.5,Type_A,No,0
PROD_00213,69.8,97.2,15.1,Type_B,No,0
PROD_00214,55.3,52.2,4.4,Type_B,Yes,0
PROD_00215,71.4,75.9,19.6,Type_A,No,0
PROD_00216,48.4,122.4,43.8,Type_C,No,0
PROD_00217,56.4,31.5,37.5,Type_B,No,0
PROD_00218,52.7,129.7,34.7,Type_C,No,1
PROD_00219,61.2,113.0,25.6,Type_B,Yes,0
PROD_00220,94.7,132.9,42.4,Type_B,No,1
PROD_00221,32.0,95.0,21.6,Type_A,No,0
PROD_00222,70.3,48.5,7.2,Type_A,No,0
PROD_00223,35.8,110.8,40.2,Type_A,No,0
PROD_00224,52.9,131.9,13.4,Type_A,No,0
PROD_00225,76.3,123.1,2.6,Type_C,No,0
PROD_00226,61.0,83.4,6.0,Type_C,No,0
PROD_00227,43.8,102.2,29.2,Type_C,No,0
PROD_00228,49.3,86.7,29.1,Type_A,No,0
PROD_00229,70.2,79.5,12.5,Type_B,No,0
PROD_00230,49.0,123.9,34.9,Type_C,Yes,0
PROD_00231,63.2,70.1,37.1,Type_A,No,0
PROD_00232,60.7,77.7,44.2,Type_A,No,0
PROD_00233,50.2,72.4,28.1,Type_A,No,0
PROD_00234,92.2,62.7,37.4,Type_C,No,1
PROD_00235,69.5,103.7,36.1,Type_B,No,0
PROD_00236,29.6,129.0,12.4,Type_C,Yes,1
PROD_00237,62.8,95.4,14.9,Type_A,No,0
PROD_00238,50.1,62.4,23.0,Type_A,No,0
PROD_00239,72.8,121.0,0.9,Type_A,No,0
PROD_00240,48.1,142.1,14.3,Type_C,No,0
PROD_00241,58.3,83.8,22.7,Type_B,No,0
PROD_00242,67.6,88.0,5.2,Type_C,No,0
PROD_00243,73.0,112.9,6.1,Type_A,No,0
PROD_00244,42.0,140.5,22.2,Type_A,No,0
PROD_00245,55.0,87.0,35.1,Type_A,No,0
PROD_00246,52.9,66.7,40.0,Type_C,No,0
PROD_00247,50.2,115.8,26.2,Type_C,No,0
PROD_00248,86.5,120.0,22.8,Type_C,No,0
PROD_00249,66.1,100.2,18.4,Type_A,Yes,0
PROD_00250,41.1,86.0,9.3,Type_C,No,0
PROD_00251,73.8,124.9,7.0,Type_B,No,0
PROD_00252,91.8,113.2,38.0,Type_B,No,1
PROD_00253,75.5,80.8,22.3,Type_B,No,1
PROD_00254,37.2,101.2,37.9,Type_C,Yes,0
PROD_00255,52.7,66.2,33.8,Type_A,No,0
PROD_00256,79.0,117.1,9.3,Type_A,No,0
PROD_00257,49.4,93.4,24.5,Type_A,No,0
PROD_00258,66.7,89.1,21.3,Type_A,Yes,0
PROD_00259,71.6,99.2,20.3,Type_A,No,0
PROD_00260,46.1,101.0,26.0,Type_C,No,0
PROD_00261,59.1,122.4,47.1,Type_B,No,1
PROD_00262,11.4,114.8,39.0,Type_C,No,0
PROD_00263,44.6,96.1,43.4,Type_A,No,0
PROD_00264,56.2,119.1,1.4,Type_C,Yes,0
PROD_00265,41.3,110.0,6.7,Type_C,No,1
PROD_00266,84.5,89.3,4.1,Type_C,No,0
PROD_00267,38.5,96.9,12.6,Type_A,No,0
PROD_00268,53.4,96.3,21.2,Type_A,No,0
PROD_00269,62.0,112.6,30.8,Type_A,No,0
PROD_00270,,90.8,24.0,Type_C,No,1
PROD_00271,38.5,90.2,43.4,Type_C,Yes,0
PROD_00272,77.4,149.2,45.1,Type_B,Yes,1
PROD_00273,60.2,123.5,7.8,Type_B,No,0
PROD_00274,45.3,81.0,40.9,Type_A,No,0
PROD_00275,66.9,114.3,23.1,Type_B,No,0
PROD_00276,63.0,103.0,21.8,Type_A,No,0
PROD_00277,51.0,109.8,37.7,Type_A,No,0
PROD_00278,61.0,103.4,4.5,Type_C,No,0
PROD_00279,54.2,129.7,42.4,Type_B,Yes,0
PROD_00280,61.7,108.6,32.2,Type_A,Yes,0
PROD_00281,69.9,98.4,42.0,Type_A,No,1
PROD_00282,83.8,126.1,47.7,Type_B,No,1
PROD_00283,41.4,105.8,24.9,Type_B,No,0
PROD_00284,92.0,103.0,4.5,Type_B,No,1
PROD_00285,30.7,107.9,8.0,Type_B,No,0
PROD_00286,57.7,97.7,15.5,Type_B,Yes,0
PROD_00287,68.8,100.2,5.0,Type_B,No,0
PROD_00288,64.2,85.3,39.1,Type_B,No,0
PROD_00289,50.7,81.2,14.2,Type_A,No,0
PROD_00290,56.9,75.0,46.8,Type_C,No,0
PROD_00291,52.6,65.2,33.7,Type_A,No,0
PROD_00292,51.2,78.0,8.3,Type_A,No,0
PROD_00293,72.7,95.6,22.9,Type_C,No,0
PROD_00294,65.4,102.6,22.4,Type_C,No,0
PROD_00295,49.6,93.2,23.6,Type_C,No,0
PROD_00296,73.5,41.1,25.7,Type_B,No,0
PROD_00297,64.6,139.4,1.5,Type_B,Yes,0
PROD_00298,72.2,127.2,32.9,Type_B,No,1
PROD_00299,69.4,111.1,23.4,Type_A,No,0
PROD_00300,47.6,147.7,38.0,Type_C,Yes,0
PROD_00301,51.6,75.6,39.1,Type_C,No,0
PROD_00302,71.2,147.2,11.1,Type_A,No,1
PROD_00303,69.2,75.9,2.3,Type_B,No,0
PROD_00304,59.7,106.0,33.8,Type_C,No,1
PROD_00305,61.8,68.2,46.9,Type_A,Yes,0
PROD_00306,79.2,100.4,21.4,Type_B,No,1
PROD_00307,51.1,109.7,12.5,Type_A,Yes,0
PROD_00308,68.2,96.1,7.5,Type_B,No,0
PROD_00309,57.0,117.8,13.8,Type_A,No,0
PROD_00310,56.7,102.5,15.7,Type_B,No,0
PROD_00311,76.5,86.9,20.3,Type_A,No,0
PROD_00312,72.4,85.8,31.5,Type_A,No,0
PROD_00313,72.2,120.3,13.1,Type_A,No,1
PROD_00314,79.6,83.7,2.4,Type_A,Yes,1
PROD_00315,60.3,122.9,17.9,Type_C,No,0
PROD_00316,70.2,130.6,41.1,Type_C,No,1
PROD_00317,55.3,58.3,23.9,Type_C,No,0
PROD_00318,64.9,128.3,46.3,Type_C,No,1
PROD_00319,58.0,151.5,24.2,Type_A,No,1
PROD_00320,61.5,106.3,13.2,Type_C,No,0
PROD_00321,68.9,115.0,9.3,Type_C,No,1
PROD_00322,47.7,125.9,33.3,Type_A,No,1
PROD_00323,91.4,93.1,25.7,Type_C,No,1
PROD_00324,44.9,104.6,29.0,Type_C,Yes,0
PROD_00325,41.8,67.1,36.2,Type_B,No,0
PROD_00326,77.4,103.5,34.8,Type_C,Yes,0
PROD_00327,71.9,112.5,2.1,Type_B,No,0
PROD_00328,69.4,112.9,38.5,Type_C,No,1
PROD_00329,69.4,126.6,25.6,Type_A,No,1
PROD_00330,59.8,80.6,18.8,Type_C,No,0
PROD_00331,46.5,86.7,25.8,Type_A,No,0
PROD_00332,61.1,147.4,29.4,Type_C,No,1
PROD_00333,49.8,96.2,7.2,Type_C,No,0
PROD_00334,74.6,105.0,20.0,Type_A,Yes,0
PROD_00335,57.8,98.3,16.1,Type_A,No,0
PROD_00336,47.6,79.5,16.8,Type_A,No,0
PROD_00337,55.2,140.6,4.4,Type_A,No,1
PROD_00338,66.2,86.8,7.7,Type_B,Yes,0
PROD_00339,51.5,71.8,7.8,Type_B,No,0
PROD_00340,47.7,88.7,17.9,Type_A,No,0
PROD_00341,63.7,50.0,42.9,Type_B,No,0
PROD_00342,63.7,83.7,9.9,Type_C,No,0
PROD_00343,52.4,75.8,20.0,Type_C,No,0
PROD_00344,52.9,115.4,15.0,Type_C,No,1
PROD_00345,63.5,83.2,37.8,Type_B,Yes,0
PROD_00346,38.3,122.2,2.4,Type_B,No,0
PROD_00347,38.9,135.0,9.4,Type_C,No,1
PROD_00348,49.2,119.5,10.1,Type_A,No,0
PROD_00349,56.8,94.6,47.7,Type_C,No,1
PROD_00350,64.7,103.5,27.4,Type_B,No,0
PROD_00351,82.1,61.9,6.7,Type_C,No,0
PROD_00352,72.9,96.7,13.1,Type_C,No,0
PROD_00353,57.6,78.5,8.1,Type_B,Yes,0
PROD_00354,59.7,117.4,6.0,Type_B,Yes,0
PROD_00355,45.0,164.3,38.3,Type_B,No,1
PROD_00356,59.7,112.5,23.8,Type_B,No,0
PROD_00357,55.7,50.2,30.3,Type_C,No,0
PROD_00358,64.8,91.0,15.9,Type_B,No,0
PROD_00359,47.6,103.1,26.6,Type_A,No,0
PROD_00360,67.8,102.2,12.4,Type_B,No,1
PROD_00361,83.0,81.7,14.8,Type_B,No,0
PROD_00362,58.4,106.1,31.3,Type_C,Yes,0
PROD_00363,66.0,68.9,7.2,Type_A,No,0
PROD_00364,70.4,76.4,29.6,Type_A,Yes,0
PROD_00365,54.0,116.1,40.9,Type_A,No,0
PROD_00366,63.4,74.6,5.8,Type_B,Yes,0
PROD_00367,60.2,113.5,43.1,Type_C,No,0
PROD_00368,61.5,65.8,3.8,Type_C,Yes,0
PROD_00369,48.4,144.1,16.7,Type_B,No,1
PROD_00370,60.4,80.6,29.3,Type_A,No,0
PROD_00371,67.5,94.4,26.9,Type_A,Yes,0
PROD_00372,81.8,108.3,4.6,Type_C,No,1
PROD_00373,74.4,85.9,38.3,Type_B,No,0
PROD_00374,92.3,103.6,46.7,Type_A,No,0
PROD_00375,48.5,114.4,8.7,Type_B,No,1
PROD_00376,73.1,124.0,43.0,Type_C,No,1
PROD_00377,62.8,119.8,26.7,Type_B,Yes,0
PROD_00378,92.8,95.7,44.9,Type_B,Yes,1
PROD_00379,47.9,96.3,8.5,Type_B,No,0
PROD_00380,47.4,158.7,38.0,Type_B,No,1
PROD_00381,51.0,123.7,2.9,Type_A,No,0
PROD_00382,28.1,77.0,42.4,Type_C,No,0
PROD_00383,52.1,102.5,32.4,Type_A,No,0
PROD_00384,48.6,91.6,17.8,Type_A,No,0
PROD_00385,62.3,96.6,9.1,Type_A,No,1
PROD_00386,65.1,69.3,39.2,Type_A,Yes,0
PROD_00387,88.1,89.7,29.0,Type_C,No,1
PROD_00388,74.3,145.3,17.3,Type_C,No,1
PROD_00389,51.3,114.5,21.3,Type_A,No,0
PROD_00390,46.5,37.7,39.7,Type_B,No,1
PROD_00391,67.4,130.4,16.3,Type_B,No,1
PROD_00392,40.2,127.2,4.3,Type_B,Yes,0
PROD_00393,87.5,91.0,43.7,Type_B,No,1
PROD_00394,77.7,117.9,18.6,Type_B,No,1
PROD_00395,53.0,78.5,16.7,Type_C,No,0
PROD_00396,34.3,88.2,9.8,Type_B,No,0
PROD_00397,80.3,137.5,43.1,Type_C,No,1
PROD_00398,58.3,93.2,10.4,Type_B,No,0
PROD_00399,78.6,53.3,30.6,Type_B,No,1
PROD_00400,36.1,98.4,42.3,Type_A,No,1
PROD_00401,51.0,98.0,1.7,Type_A,Yes,0
PROD_00402,60.1,130.0,39.8,Type_A,No,0
PROD_00403,60.7,100.4,19.7,Type_C,No,0
PROD_00404,53.2,89.5,31.6,Type_C,No,0
PROD_00405,69.3,126.1,17.9,Type_A,No,1
PROD_00406,44.0,103.0,33.4,Type_A,No,0
PROD_00407,57.9,81.2,12.2,Type_B,No,0
PROD_00408,61.8,128.9,1.1,Type_C,No,0
PROD_00409,67.7,104.8,45.5,Type_B,No,1
PROD_00410,70.7,100.1,0.8,Type_B,No,0
PROD_00411,43.1,104.4,39.6,Type_A,Yes,0
PROD_00412,37.0,73.2,8.1,Type_B,No,0
PROD_00413,79.2,86.8,18.8,Type_B,No,1
PROD_00414,65.0,100.1,39.5,Type_A,No,0
PROD_00415,48.8,95.1,9.9,Type_A,No,0
PROD_00416,83.3,131.8,41.6,Type_B,No,1
PROD_00417,61.7,105.4,23.9,Type_B,No,1
PROD_00418,77.7,121.4,17.6,Type_B,No,1
PROD_00419,61.0,100.2,31.8,Type_C,No,0
PROD_00420,90.9,126.4,16.4,Type_B,Yes,1
PROD_00421,86.3,109.9,16.7,Type_A,No,0
PROD_00422,56.3,100.3,35.2,Type_B,No,0
PROD_00423,74.6,99.7,14.9,Type_C,Yes,0
PROD_00424,69.7,76.1,9.6,Type_B,No,0
PROD_00425,80.5,112.7,38.8,Type_C,No,1
PROD_00426,45.5,99.0,38.7,Type_C,Yes,0
PROD_00427,70.3,87.5,23.9,Type_A,Yes,0
PROD_00428,75.9,127.7,25.3,Type_B,Yes,0
PROD_00429,33.6,68.7,33.4,Type_C,Yes,0
PROD_00430,42.3,89.4,24.4,Type_B,No,0
PROD_00431,29.4,125.7,20.0,Type_C,No,1
PROD_00432,56.0,107.9,47.8,Type_A,No,1
PROD_00433,70.8,98.8,7.1,Type_A,Yes,0
PROD_00434,82.5,106.3,28.5,Type_B,No,1
PROD_00435,61.1,104.5,42.5,Type_B,Yes,0
PROD_00436,84.4,62.1,33.0,Type_B,No,1
PROD_00437,39.3,91.3,42.3,Type_B,No,1
PROD_00438,34.4,140.4,16.1,Type_B,No,1
PROD_00439,59.2,83.5,13.1,Type_C,Yes,0
PROD_00440,65.8,92.0,40.9,Type_B,No,0
PROD_00441,59.5,86.5,18.9,Type_C,Yes,0
PROD_00442,29.0,97.8,34.1,Type_C,No,0
PROD_00443,58.7,85.4,7.1,Type_C,No,0
PROD_00444,40.4,112.2,36.3,Type_B,No,0
PROD_00445,70.0,104.9,26.4,Type_A,No,0
PROD_00446,65.5,119.3,12.9,Type_A,No,0
PROD_00447,45.9,73.7,23.7,Type_B,No,0
PROD_00448,52.3,91.5,33.5,Type_B,No,0
PROD_00449,44.1,94.4,0.6,Type_B,No,1
PROD_00450,59.1,111.4,30.6,Type_C,No,1
PROD_00451,74.3,80.2,26.0,Type_A,Yes,0
PROD_00452,45.2,122.9,10.6,Type_A,No,0
PROD_00453,67.6,129.7,36.1,Type_A,No,1
PROD_00454,52.0,75.3,14.6,Type_A,No,0
PROD_00455,48.1,87.7,13.3,Type_C,No,0
PROD_00456,58.4,86.7,22.6,Type_B,No,0
PROD_00457,44.5,165.8,32.5,Type_C,No,0
PROD_00458,51.7,89.3,44.6,Type_B,Yes,0
PROD_00459,42.0,141.9,6.8,Type_B,No,0
PROD_00460,89.5,68.3,19.0,Type_A,Yes,1
PROD_00461,60.5,75.3,3.2,Type_A,No,0
PROD_00462,49.5,82.8,36.4,Type_B,No,0
PROD_00463,63.2,78.9,21.5,Type_B,No,0
PROD_00464,58.3,93.3,33.9,Type_A,No,0
PROD_00465,56.7,82.3,15.5,Type_A,Yes,0
PROD_00466,69.2,79.5,40.5,Type_A,No,1
PROD_00467,71.4,129.0,25.7,Type_A,Yes,0
PROD_00468,52.0,130.6,45.3,Type_A,No,1
PROD_00469,51.4,123.7,3.8,Type_C,No,0
PROD_00470,55.9,113.1,24.7,Type_C,No,0
PROD_00471,25.5,102.3,36.8,Type_C,No,0
PROD_00472,37.3,87.6,28.8,Type_A,No,0
PROD_00473,80.5,76.2,1.1,Type_B,No,1
PROD_00474,84.7,109.1,46.7,Type_B,No,0
PROD_00475,56.3,70.7,14.3,Type_A,No,0
PROD_00476,68.6,75.2,12.0,Type_C,Yes,0
PROD_00477,64.7,128.8,23.3,Type_B,No,1
PROD_00478,106.2,147.5,26.0,Type_A,No,0
PROD_00479,76.8,109.8,36.8,Type_C,No,0
PROD_00480,58.1,127.7,18.9,Type_C,No,1
PROD_00481,45.7,93.9,21.1,Type_C,No,0
PROD_00482,35.9,66.6,25.7,Type_C,No,0
PROD_00483,63.1,115.3,18.9,Type_C,Yes,0
PROD_00484,48.7,114.2,43.9,Type_C,No,0
PROD_00485,38.7,101.8,40.9,Type_C,No,0
PROD_00486,50.3,93.9,21.8,Type_C,Yes,0
PROD_00487,43.8,124.1,0.0,Type_C,No,0
PROD_00488,85.3,75.4,43.2,Type_C,No,1
